Time	Amplitude
11.25	7.7204E-1
11.26	6.7718E-1
11.27	5.6932E-1
11.28	4.5049E-1
11.29	3.2293E-1
11.30	1.8907E-1
11.31	5.1458E-2
11.32	-8.7264E-2
11.33	-2.2443E-1
11.34	-3.5737E-1
11.35	-4.8353E-1
11.36	-6.0042E-1
11.37	-7.0576E-1
11.38	-7.9747E-1
11.39	-8.7372E-1
11.40	-9.3299E-1
11.41	-9.7408E-1
11.42	-9.9612E-1
11.43	-9.9864E-1
11.44	-9.8154E-1
11.45	-9.4511E-1
11.46	-8.9000E-1
11.47	-8.1727E-1
11.48	-7.2830E-1
11.49	-6.2481E-1
11.50	-5.0883E-1
11.51	-3.8263E-1
11.52	-2.4869E-1
11.53	-1.0967E-1
11.54	3.1656E-2
11.55	1.7247E-1
11.56	3.0995E-1
11.57	4.4132E-1
11.58	5.6391E-1
11.59	6.7523E-1
11.60	7.7301E-1
11.61	8.5523E-1
11.62	9.2017E-1
11.63	9.6649E-1
11.64	9.9318E-1
11.65	9.9966E-1
11.66	9.8574E-1
11.67	9.5164E-1
11.68	8.9803E-1
11.69	8.2594E-1
11.70	7.3682E-1
11.71	6.3245E-1
11.72	5.1494E-1
11.73	3.8670E-1
11.74	2.5035E-1
11.75	1.0870E-1
11.76	-3.5336E-2
11.77	-1.7876E-1
11.78	-3.1857E-1
11.79	-4.5186E-1
11.80	-5.7581E-1
11.81	-6.8781E-1
11.82	-7.8547E-1
11.83	-8.6671E-1
11.84	-9.2978E-1
11.85	-9.7329E-1
11.86	-9.9629E-1
11.87	-9.9823E-1
11.88	-9.7902E-1
11.89	-9.3902E-1
11.90	-8.7901E-1
11.91	-8.0024E-1
11.92	-7.0432E-1
11.93	-5.9328E-1
11.94	-4.6945E-1
11.95	-3.3545E-1
11.96	-1.9413E-1
11.97	-4.8516E-2
11.98	9.8261E-2
11.99	2.4304E-1
12.00	3.8268E-1
12.01	5.1416E-1
12.02	6.3458E-1
12.03	7.4132E-1
12.04	8.3201E-1
12.05	9.0464E-1
12.06	9.5758E-1
12.07	9.8961E-1
12.08	9.9999E-1
12.09	9.8844E-1
12.10	9.5514E-1
12.11	9.0079E-1
12.12	8.2653E-1
12.13	7.3395E-1
12.14	6.2505E-1
12.15	5.0221E-1
12.16	3.6812E-1
12.17	2.2574E-1
12.18	7.8214E-2
12.19	-7.1178E-2
12.20	-2.1910E-1
12.21	-3.6224E-1
12.22	-4.9738E-1
12.23	-6.2145E-1
12.24	-7.3165E-1
12.25	-8.2546E-1
12.26	-9.0071E-1
12.27	-9.5567E-1
12.28	-9.8903E-1
12.29	-1.0000E0
12.30	-9.8826E-1
12.31	-9.5403E-1
12.32	-8.9803E-1
12.33	-8.2149E-1
12.34	-7.2611E-1
12.35	-6.1402E-1
12.36	-4.8776E-1
12.37	-3.5020E-1
12.38	-2.0447E-1
12.39	-5.3909E-2
12.40	9.8017E-2
12.41	2.4780E-1
12.42	3.9196E-1
12.43	5.2715E-1
12.44	6.5019E-1
12.45	7.5821E-1
12.46	8.4864E-1
12.47	9.1933E-1
12.48	9.6858E-1
12.49	9.9519E-1
12.50	9.9848E-1
12.51	9.7830E-1
12.52	9.3510E-1
12.53	8.6981E-1
12.54	7.8395E-1
12.55	6.7948E-1
12.56	5.5883E-1
12.57	4.2484E-1
12.58	2.8064E-1
12.59	1.2965E-1
12.60	-2.4541E-2
12.61	-1.7827E-1
12.62	-3.2786E-1
12.63	-4.6972E-1
12.64	-6.0042E-1
12.65	-7.1680E-1
12.66	-8.1603E-1
12.67	-8.9567E-1
12.68	-9.5375E-1
12.69	-9.8882E-1
12.70	-9.9998E-1
12.71	-9.8690E-1
12.72	-9.4984E-1
12.73	-8.8964E-1
12.74	-8.0772E-1
12.75	-7.0602E-1
12.76	-5.8699E-1
12.77	-4.5350E-1
12.78	-3.0878E-1
12.79	-1.5637E-1
12.80	-3.9187E-15
12.81	1.5650E-1
12.82	3.0925E-1
12.83	4.5448E-1
12.84	5.8858E-1
12.85	7.0819E-1
12.86	8.1031E-1
12.87	8.9237E-1
12.88	9.5226E-1
12.89	9.8845E-1
12.90	9.9998E-1
12.91	9.8650E-1
12.92	9.4829E-1
12.93	8.8625E-1
12.94	8.0189E-1
12.95	6.9728E-1
12.96	5.7501E-1
12.97	4.3812E-1
12.98	2.9005E-1
12.99	1.3452E-1
13.00	-2.4541E-2
13.01	-1.8310E-1
13.02	-3.3712E-1
13.03	-4.8267E-1
13.04	-6.1601E-1
13.05	-7.3370E-1
13.06	-8.3269E-1
13.07	-9.1042E-1
13.08	-9.6482E-1
13.09	-9.9444E-1
13.10	-9.9848E-1
13.11	-9.7675E-1
13.12	-9.2978E-1
13.13	-8.5870E-1
13.14	-7.6533E-1
13.15	-6.5201E-1
13.16	-5.2166E-1
13.17	-3.7763E-1
13.18	-2.2365E-1
13.19	-6.3709E-2
13.20	9.8017E-2
13.21	2.5730E-1
13.22	4.0995E-1
13.23	5.5194E-1
13.24	6.7952E-1
13.25	7.8929E-1
13.26	8.7831E-1
13.27	9.4418E-1
13.28	9.8511E-1
13.29	9.9995E-1
13.30	9.8826E-1
13.31	9.5028E-1
13.32	8.8696E-1
13.33	7.9994E-1
13.34	6.9149E-1
13.35	5.6447E-1
13.36	4.2222E-1
13.37	2.6855E-1
13.38	1.0754E-1
13.39	-5.6482E-2
13.40	-2.1910E-1
13.41	-3.7593E-1
13.42	-5.2271E-1
13.43	-6.5545E-1
13.44	-7.7051E-1
13.45	-8.6474E-1
13.46	-9.3553E-1
13.47	-9.8089E-1
13.48	-9.9954E-1
13.49	-9.9089E-1
13.50	-9.5514E-1
13.51	-8.9320E-1
13.52	-8.0670E-1
13.53	-6.9798E-1
13.54	-5.6997E-1
13.55	-4.2617E-1
13.56	-2.7050E-1
13.57	-1.0723E-1
13.58	5.9116E-2
13.59	2.2395E-1
13.60	3.8268E-1
13.61	5.3090E-1
13.62	6.6444E-1
13.63	7.7955E-1
13.64	8.7298E-1
13.65	9.4206E-1
13.66	9.8481E-1
13.67	9.9998E-1
13.68	9.8707E-1
13.69	9.4638E-1
13.70	8.7901E-1
13.71	7.8680E-1
13.72	6.7229E-1
13.73	5.3867E-1
13.74	3.8970E-1
13.75	2.2957E-1
13.76	6.2791E-2
13.77	-1.0589E-1
13.78	-2.7168E-1
13.79	-4.2983E-1
13.80	-5.7581E-1
13.81	-7.0541E-1
13.82	-8.1489E-1
13.83	-9.0106E-1
13.84	-9.6138E-1
13.85	-9.9407E-1
13.86	-9.9813E-1
13.87	-9.7338E-1
13.88	-9.2046E-1
13.89	-8.4086E-1
13.90	-7.3682E-1
13.91	-6.1131E-1
13.92	-4.6793E-1
13.93	-3.1083E-1
13.94	-1.4455E-1
13.95	2.6075E-2
13.96	1.9605E-1
13.97	3.6041E-1
13.98	5.1431E-1
13.99	6.5322E-1
14.00	7.7301E-1
14.01	8.7012E-1
14.02	9.4163E-1
14.03	9.8537E-1
14.04	1.0000E0
14.05	9.8501E-1
14.06	9.4080E-1
14.07	8.6860E-1
14.08	7.7051E-1
14.09	6.4940E-1
14.10	5.0883E-1
14.11	3.5296E-1
14.12	1.8642E-1
14.13	1.4174E-2
14.14	-1.5862E-1
14.15	-3.2676E-1
14.16	-4.8519E-1
14.17	-6.2911E-1
14.18	-7.5415E-1
14.19	-8.5650E-1
14.20	-9.3299E-1
14.21	-9.8127E-1
14.22	-9.9981E-1
14.23	-9.8798E-1
14.24	-9.4609E-1
14.25	-8.7533E-1
14.26	-7.7781E-1
14.27	-6.5647E-1
14.28	-5.1494E-1
14.29	-3.5755E-1
14.30	-1.8907E-1
14.31	-1.4664E-2
14.32	1.6031E-1
14.33	3.3047E-1
14.34	4.9055E-1
14.35	6.3558E-1
14.36	7.6104E-1
14.37	8.6301E-1
14.38	9.3828E-1
14.39	9.8444E-1
14.40	1.0000E0
14.41	9.8442E-1
14.42	9.3811E-1
14.43	8.6246E-1
14.44	7.5977E-1
14.45	6.3321E-1
14.46	4.8669E-1
14.47	3.2479E-1
14.48	1.5255E-1
14.49	-2.4603E-2
14.50	-2.0110E-1
14.51	-3.7137E-1
14.52	-5.3001E-1
14.53	-6.7197E-1
14.54	-7.9271E-1
14.55	-8.8835E-1
14.56	-9.5579E-1
14.57	-9.9284E-1
14.58	-9.9825E-1
14.59	-9.7178E-1
14.60	-9.1421E-1
14.61	-8.2732E-1
14.62	-7.1384E-1
14.63	-5.7736E-1
14.64	-4.2222E-1
14.65	-2.5338E-1
14.66	-7.6257E-2
14.67	1.0345E-1
14.68	2.7993E-1
14.69	4.4747E-1
14.70	6.0062E-1
14.71	7.3436E-1
14.72	8.4433E-1
14.73	9.2688E-1
14.74	9.7927E-1
14.75	9.9974E-1
14.76	9.8753E-1
14.77	9.4300E-1
14.78	8.6753E-1
14.79	7.6355E-1
14.80	6.3439E-1
14.81	4.8428E-1
14.82	3.1811E-1
14.83	1.4133E-1
14.84	-4.0241E-2
14.85	-2.2060E-1
14.86	-3.9377E-1
14.87	-5.5399E-1
14.88	-6.9591E-1
14.89	-8.1478E-1
14.90	-9.0660E-1
14.91	-9.6823E-1
14.92	-9.9757E-1
14.93	-9.9357E-1
14.94	-9.5630E-1
14.95	-8.8693E-1
14.96	-7.8774E-1
14.97	-6.6200E-1
14.98	-5.1389E-1
14.99	-3.4836E-1
15.00	-1.7096E-1
15.01	1.2333E-2
15.02	1.9533E-1
15.03	3.7183E-1
15.04	5.3583E-1
15.05	6.8172E-1
15.06	8.0452E-1
15.07	8.9999E-1
15.08	9.6482E-1
15.09	9.9673E-1
15.10	9.9456E-1
15.11	9.5834E-1
15.12	8.8922E-1
15.13	7.8952E-1
15.14	6.6260E-1
15.15	5.1279E-1
15.16	3.4520E-1
15.17	1.6558E-1
15.18	-1.9879E-2
15.19	-2.0477E-1
15.20	-3.8268E-1
15.21	-5.4743E-1
15.22	-6.9326E-1
15.23	-8.1507E-1
15.24	-9.0855E-1
15.25	-9.7040E-1
15.26	-9.9839E-1
15.27	-9.9148E-1
15.28	-9.4984E-1
15.29	-8.7485E-1
15.30	-7.6910E-1
15.31	-6.3624E-1
15.32	-4.8089E-1
15.33	-3.0849E-1
15.34	-1.2509E-1
15.35	6.2852E-2
15.36	2.4869E-1
15.37	4.2583E-1
15.38	5.8798E-1
15.39	7.2935E-1
15.40	8.4485E-1
15.41	9.3034E-1
15.42	9.8270E-1
15.43	1.0000E0
15.44	9.8154E-1
15.45	9.2794E-1
15.46	8.4102E-1
15.47	7.2387E-1
15.48	5.8061E-1
15.49	4.1637E-1
15.50	2.3702E-1
15.51	4.9006E-2
15.52	-1.4090E-1
15.53	-3.2583E-1
15.54	-4.9908E-1
15.55	-6.5433E-1
15.56	-7.8592E-1
15.57	-8.8902E-1
15.58	-9.5981E-1
15.59	-9.9566E-1
15.60	-9.9518E-1
15.61	-9.5834E-1
15.62	-8.8639E-1
15.63	-7.8192E-1
15.64	-6.4870E-1
15.65	-4.9156E-1
15.66	-3.1624E-1
15.67	-1.2917E-1
15.68	6.2791E-2
15.69	2.5255E-1
15.70	4.3309E-1
15.71	5.9772E-1
15.72	7.4029E-1
15.73	8.5548E-1
15.74	9.3895E-1
15.75	9.8754E-1
15.76	9.9938E-1
15.77	9.7394E-1
15.78	9.1211E-1
15.79	8.1613E-1
15.80	6.8954E-1
15.81	5.3702E-1
15.82	3.6424E-1
15.83	1.7767E-1
15.84	-1.5707E-2
15.85	-2.0861E-1
15.86	-3.9377E-1
15.87	-5.6416E-1
15.88	-7.1333E-1
15.89	-8.3557E-1
15.90	-9.2621E-1
15.91	-9.8174E-1
15.92	-9.9999E-1
15.93	-9.8019E-1
15.94	-9.2303E-1
15.95	-8.3062E-1
15.96	-7.0641E-1
15.97	-5.5511E-1
15.98	-3.8246E-1
15.99	-1.9503E-1
16.00	9.8240E-16
16.01	1.9515E-1
16.02	3.8291E-1
16.03	5.5603E-1
16.04	7.0780E-1
16.05	8.3232E-1
16.06	9.2472E-1
16.07	9.8137E-1
16.08	9.9999E-1
16.09	9.7980E-1
16.10	9.2151E-1
16.11	8.2732E-1
16.12	7.0083E-1
16.13	5.4692E-1
16.14	3.7155E-1
16.15	1.8153E-1
16.16	-1.5707E-2
16.17	-2.1245E-1
16.18	-4.0097E-1
16.19	-5.7385E-1
16.20	-7.2425E-1
16.21	-8.4620E-1
16.22	-9.3484E-1
16.23	-9.8660E-1
16.24	-9.9938E-1
16.25	-9.7258E-1
16.26	-9.0722E-1
16.27	-8.0580E-1
16.28	-6.7229E-1
16.29	-5.1194E-1
16.30	-3.3111E-1
16.31	-1.3695E-1
16.32	6.2791E-2
16.33	2.6014E-1
16.34	4.4720E-1
16.35	6.1644E-1
16.36	7.6104E-1
16.37	8.7515E-1
16.38	9.5412E-1
16.39	9.9470E-1
16.40	9.9518E-1
16.41	9.5549E-1
16.42	8.7713E-1
16.43	7.6323E-1
16.44	6.1832E-1
16.45	4.4824E-1
16.46	2.5985E-1
16.47	6.0770E-2
16.48	-1.4090E-1
16.49	-3.3695E-1
16.50	-5.1936E-1
16.51	-6.8065E-1
16.52	-8.1418E-1
16.53	-9.1443E-1
16.54	-9.7724E-1
16.55	-9.9994E-1
16.56	-9.8154E-1
16.57	-9.2272E-1
16.58	-8.2584E-1
16.59	-6.9481E-1
16.60	-5.3500E-1
16.61	-3.5296E-1
16.62	-1.5619E-1
16.63	4.7168E-2
16.64	2.4869E-1
16.65	4.3999E-1
16.66	6.1310E-1
16.67	7.6076E-1
16.68	8.7678E-1
16.69	9.5624E-1
16.70	9.9577E-1
16.71	9.9363E-1
16.72	9.4984E-1
16.73	8.6616E-1
16.74	7.4604E-1
16.75	5.9447E-1
16.76	4.1777E-1
16.77	2.2335E-1
16.78	1.9388E-2
16.79	-1.8551E-1
16.80	-3.8268E-1
16.81	-5.6376E-1
16.82	-7.2102E-1
16.83	-8.4776E-1
16.84	-9.3853E-1
16.85	-9.8940E-1
16.86	-9.9813E-1
16.87	-9.6428E-1
16.88	-8.8922E-1
16.89	-7.7608E-1
16.90	-6.2964E-1
16.91	-4.5612E-1
16.92	-2.6293E-1
16.93	-5.8320E-2
16.94	1.4892E-1
16.95	3.4986E-1
16.96	5.3583E-1
16.97	6.9877E-1
16.98	8.3161E-1
16.99	9.2853E-1
17.00	9.8528E-1
17.01	9.9932E-1
17.02	9.6997E-1
17.03	8.9843E-1
17.04	7.8774E-1
17.05	6.4266E-1
17.06	4.6945E-1
17.07	2.7563E-1
17.08	6.9648E-2
17.09	-1.3950E-1
17.10	-3.4266E-1
17.11	-5.3090E-1
17.12	-6.9591E-1
17.13	-8.3041E-1
17.14	-9.2841E-1
17.15	-9.8554E-1
17.16	-9.9919E-1
17.17	-9.6869E-1
17.18	-8.9531E-1
17.19	-7.8223E-1
17.20	-6.3439E-1
17.21	-4.5830E-1
17.22	-2.6174E-1
17.23	-5.3418E-2
17.24	1.5740E-1
17.25	3.6133E-1
17.26	5.4923E-1
17.27	7.1268E-1
17.28	8.4433E-1
17.29	9.3821E-1
17.30	9.9006E-1
17.31	9.9746E-1
17.32	9.6002E-1
17.33	8.7933E-1
17.34	7.5897E-1
17.35	6.0429E-1
17.36	4.2222E-1
17.37	2.2096E-1
17.38	9.5719E-3
17.39	-2.0237E-1
17.40	-4.0524E-1
17.41	-5.8982E-1
17.42	-7.4767E-1
17.43	-8.7157E-1
17.44	-9.5579E-1
17.45	-9.9644E-1
17.46	-9.9158E-1
17.47	-9.4136E-1
17.48	-8.4799E-1
17.49	-7.1569E-1
17.50	-5.5046E-1
17.51	-3.5984E-1
17.52	-1.5255E-1
17.53	6.1872E-2
17.54	2.7357E-1
17.55	4.7275E-1
17.56	6.5019E-1
17.57	7.9765E-1
17.58	9.0825E-1
17.59	9.7678E-1
17.60	1.0000E0
17.61	9.7675E-1
17.62	9.0804E-1
17.63	7.9699E-1
17.64	6.4870E-1
17.65	4.7004E-1
17.66	2.6931E-1
17.67	5.5869E-2
17.68	-1.6031E-1
17.69	-3.6909E-1
17.70	-5.6066E-1
17.71	-7.2598E-1
17.72	-8.5722E-1
17.73	-9.4815E-1
17.74	-9.9441E-1
17.75	-9.9374E-1
17.76	-9.4609E-1
17.77	-8.5363E-1
17.78	-7.2068E-1
17.79	-5.5348E-1
17.80	-3.5990E-1
17.81	-1.4910E-1
17.82	6.8913E-2
17.83	2.8376E-1
17.84	4.8519E-1
17.85	6.6356E-1
17.86	8.1031E-1
17.87	9.1836E-1
17.88	9.8247E-1
17.89	9.9949E-1
17.90	9.6852E-1
17.91	8.9098E-1
17.92	7.7051E-1
17.93	6.1286E-1
17.94	4.2556E-1
17.95	2.1760E-1
17.96	-9.8175E-4
17.97	-2.1964E-1
17.98	-4.2778E-1
17.99	-6.1528E-1
18.00	-7.7301E-1
18.01	-8.9325E-1
18.02	-9.7009E-1
18.03	-9.9971E-1
18.04	-9.8059E-1
18.05	-9.1359E-1
18.06	-8.0189E-1
18.07	-6.5089E-1
18.08	-4.6793E-1
18.09	-2.6192E-1
18.10	-4.2938E-2
18.11	1.7827E-1
18.12	3.9083E-1
18.13	5.8426E-1
18.14	7.4897E-1
18.15	8.7681E-1
18.16	9.6138E-1
18.17	9.9844E-1
18.18	9.8606E-1
18.19	9.2479E-1
18.20	8.1758E-1
18.21	6.6969E-1
18.22	4.8841E-1
18.23	2.8270E-1
18.24	6.2791E-2
18.25	-1.6037E-1
18.26	-3.7564E-1
18.27	-5.7224E-1
18.28	-7.4029E-1
18.29	-8.7132E-1
18.30	-9.5870E-1
18.31	-9.9797E-1
18.32	-9.8707E-1
18.33	-9.2646E-1
18.34	-8.1914E-1
18.35	-6.7042E-1
18.36	-4.8776E-1
18.37	-2.8035E-1
18.38	-5.8626E-2
18.39	1.6618E-1
18.40	3.8268E-1
18.41	5.7986E-1
18.42	7.4767E-1
18.43	8.7752E-1
18.44	9.6272E-1
18.45	9.9887E-1
18.46	9.8404E-1
18.47	9.1890E-1
18.48	8.0670E-1
18.49	6.5313E-1
18.50	4.6598E-1
18.51	2.5481E-1
18.52	3.0429E-2
18.53	-1.9563E-1
18.54	-4.1174E-1
18.55	-6.0673E-1
18.56	-7.7051E-1
18.57	-8.9457E-1
18.58	-9.7243E-1
18.59	-9.9997E-1
18.60	-9.7570E-1
18.61	-9.0079E-1
18.62	-7.7905E-1
18.63	-6.1673E-1
18.64	-4.2222E-1
18.65	-2.0561E-1
18.66	2.1842E-2
18.67	2.4827E-1
18.68	4.6185E-1
18.69	6.5136E-1
18.70	8.0685E-1
18.71	9.2010E-1
18.72	9.8511E-1
18.73	9.9838E-1
18.74	9.5912E-1
18.75	8.6933E-1
18.76	7.3366E-1
18.77	5.5919E-1
18.78	3.5508E-1
18.79	1.3209E-1
18.80	-9.8017E-2
18.81	-3.2305E-1
18.82	-5.3105E-1
18.83	-7.1096E-1
18.84	-8.5315E-1
18.85	-9.5001E-1
18.86	-9.9629E-1
18.87	-9.8945E-1
18.88	-9.2978E-1
18.89	-8.2037E-1
18.90	-6.6700E-1
18.91	-4.7782E-1
18.92	-2.6293E-1
18.93	-3.3802E-2
18.94	1.9726E-1
18.95	4.1782E-1
18.96	6.1601E-1
18.97	7.8108E-1
18.98	9.0409E-1
18.99	9.7833E-1
19.00	9.9970E-1
19.01	9.6696E-1
19.02	8.8181E-1
19.03	7.4877E-1
19.04	5.7501E-1
19.05	3.6989E-1
19.06	1.4455E-1
19.07	-8.8792E-2
19.08	-3.1741E-1
19.09	-5.2881E-1
19.10	-7.1143E-1
19.11	-8.5523E-1
19.12	-9.5226E-1
19.13	-9.9715E-1
19.14	-9.8734E-1
19.15	-9.2329E-1
19.16	-8.0844E-1
19.17	-6.4903E-1
19.18	-4.5377E-1
19.19	-2.3339E-1
19.20	-8.8172E-15
19.21	2.3351E-1
19.22	4.5421E-1
19.23	6.4987E-1
19.24	8.0959E-1
19.25	9.2447E-1
19.26	9.8803E-1
19.27	9.9668E-1
19.28	9.4984E-1
19.29	8.5003E-1
19.30	7.0275E-1
19.31	5.1615E-1
19.32	3.0060E-1
19.33	6.8117E-2
19.34	-1.6830E-1
19.35	-3.9540E-1
19.36	-6.0042E-1
19.37	-7.7180E-1
19.38	-8.9986E-1
19.39	-9.7730E-1
19.40	-9.9970E-1
19.41	-9.6570E-1
19.42	-8.7713E-1
19.43	-7.3893E-1
19.44	-5.5883E-1
19.45	-3.4698E-1
19.46	-1.1534E-1
19.47	1.2296E-1
19.48	3.5439E-1
19.49	5.6578E-1
19.50	7.4506E-1
19.51	8.8195E-1
19.52	9.6858E-1
19.53	9.9993E-1
19.54	9.7412E-1
19.55	8.9253E-1
19.56	7.5977E-1
19.57	5.8336E-1
19.58	3.7337E-1
19.59	1.4181E-1
19.60	-9.8017E-2
19.61	-3.3232E-1
19.62	-5.4759E-1
19.63	-7.3136E-1
19.64	-8.7298E-1
19.65	-9.6418E-1
19.66	-9.9963E-1
19.67	-9.7717E-1
19.68	-8.9803E-1
19.69	-7.6671E-1
19.70	-5.9076E-1
19.71	-3.8036E-1
19.72	-1.4770E-1
19.73	9.3681E-2
19.74	3.2972E-1
19.75	5.4661E-1
19.76	7.3165E-1
19.77	8.7396E-1
19.78	9.6514E-1
19.79	9.9976E-1
19.80	9.7570E-1
19.81	8.9430E-1
19.82	7.6025E-1
19.83	5.8136E-1
19.84	3.6812E-1
19.85	1.3306E-1
19.86	-1.0998E-1
19.87	-3.4664E-1
19.88	-5.6290E-1
19.89	-7.4592E-1
19.90	-8.8480E-1
19.91	-9.7123E-1
19.92	-9.9999E-1
19.93	-9.6930E-1
19.94	-8.8088E-1
19.95	-7.3992E-1
19.96	-5.5475E-1
19.97	-3.3637E-1
19.98	-9.7773E-2
19.99	1.4679E-1
20.00	3.8268E-1
20.01	5.9575E-1
20.02	7.7317E-1
20.03	9.0423E-1
20.04	9.8098E-1
20.05	9.9872E-1
20.06	9.5630E-1
20.07	8.5618E-1
20.08	7.0432E-1
20.09	5.0983E-1
20.10	2.8441E-1
20.11	4.1651E-2
20.12	-2.0375E-1
20.13	-4.3691E-1
20.14	-6.4364E-1
20.15	-8.1135E-1
20.16	-9.2978E-1
20.17	-9.9162E-1
20.18	-9.9304E-1
20.19	-9.3385E-1
20.20	-8.1758E-1
20.21	-6.5127E-1
20.22	-4.4500E-1
20.23	-2.1137E-1
20.24	3.5336E-2
20.25	2.7999E-1
20.26	5.0756E-1
20.27	7.0402E-1
20.28	8.5722E-1
20.29	9.5767E-1
20.30	9.9908E-1
20.31	9.7881E-1
20.32	8.9803E-1
20.33	7.6164E-1
20.34	5.7801E-1
20.35	3.5846E-1
20.36	1.1656E-1
20.37	-1.3270E-1
20.38	-3.7382E-1
20.39	-5.9180E-1
20.40	-7.7301E-1
20.41	-9.0610E-1
20.42	-9.8270E-1
20.43	-9.9793E-1
20.44	-9.5075E-1
20.45	-8.4403E-1
20.46	-6.8437E-1
20.47	-4.8170E-1
20.48	-2.4869E-1
