The data in this file is a subset of EMG recording of lower limb muscles during VO2max test.
Courtesy of INSEP Research Department (http://www.insep.fr)

Time	Vastus Lateralis
7.853	13.8245
7.8535	18.219
7.854	14.4653
7.8545	14.1907
7.855	18.9514
7.8555	15.6555
7.856	18.0359
7.8565	7.1411
7.857	22.7966
7.8575	27.3743
7.858	27.7405
7.8585	24.2615
7.859	21.4233
7.8595	29.2053
7.86	28.1067
7.8605	25.0854
7.861	23.8037
7.8615	22.7051
7.862	23.9868
7.8625	19.5007
7.863	24.8108
7.8635	21.9727
7.864	19.6838
7.8645	21.9727
7.865	26.2756
7.8655	24.1699
7.866	22.0642
7.8665	19.2261
7.867	26.0925
7.8675	21.6064
7.868	25.0854
7.8685	22.2473
7.869	28.2898
7.8695	23.7122
7.87	25.4517
7.8705	28.5645
7.871	26.4587
7.8715	32.5012
7.872	25.9094
7.8725	26.7334
7.873	12.6343
7.8735	14.2822
7.874	16.2964
7.8745	16.0217
7.875	11.8103
7.8755	19.9585
7.876	15.4724
7.8765	19.043
7.877	14.5569
7.8775	23.5291
7.878	24.8108
7.8785	22.9797
7.879	23.9868
7.8795	24.6277
7.88	31.0364
7.8805	29.5715
7.881	24.9939
7.8815	19.9585
7.882	31.0364
7.8825	25.2686
7.883	22.0642
7.8835	34.3323
7.884	22.8882
7.8845	23.0713
7.885	25.7263
7.8855	34.2407
7.886	29.7546
7.8865	25.3601
7.887	30.3955
7.8875	26.4587
7.888	21.5149
7.8885	13.6414
7.889	19.043
7.8895	11.0779
7.89	24.4446
7.8905	15.0146
7.891	21.3318
7.8915	21.6064
7.892	9.3384
7.8925	23.5291
7.893	25.4517
7.8935	25.4517
7.894	27.3743
7.8945	25.6348
7.895	31.0364
7.8955	38.1775
7.896	30.2124
7.8965	34.3323
7.897	34.2407
7.8975	35.0647
7.898	30.3955
7.8985	31.4026
7.899	29.2969
7.8995	29.2053
7.9	22.1558
7.9005	23.9868
7.901	25.9094
7.9015	25.3601
7.902	24.9023
7.9025	35.7971
7.903	34.2407
7.9035	39.0015
7.904	30.7617
7.9045	29.8462
7.905	33.5083
7.9055	30.2124
7.906	27.3743
7.9065	30.9448
7.907	29.7546
7.9075	26.0925
7.908	26.4587
7.9085	27.832
7.909	29.2053
7.9095	32.959
7.91	29.48
7.9105	35.2478
7.911	32.959
7.9115	27.832
7.912	20.7825
7.9125	27.832
7.913	22.1558
7.9135	18.1274
7.914	20.5078
7.9145	23.2544
7.915	31.4026
7.9155	25.4517
7.916	34.6069
7.9165	22.8882
7.917	31.7688
7.9175	28.5645
7.918	23.8953
7.9185	16.2048
7.919	19.2261
7.9195	23.1628
7.92	24.0784
7.9205	27.7405
7.921	26.2756
7.9215	19.8669
7.922	23.7122
7.9225	29.0222
7.923	25.5432
7.9235	25.2686
7.924	31.4026
7.9245	31.0364
7.925	23.8953
7.9255	22.522
7.926	22.7051
7.9265	25.8179
7.927	27.0081
7.9275	24.5361
7.928	13.5498
7.9285	16.9373
7.929	18.4937
7.9295	21.698
7.93	28.656
7.9305	22.7051
7.931	22.9797
7.9315	20.3247
7.932	16.3879
7.9325	15.1062
7.933	16.7542
7.9335	24.4446
7.934	23.1628
7.9345	21.8811
7.935	22.0642
7.9355	29.2053
7.936	19.2261
7.9365	29.6631
7.937	24.9023
7.9375	18.4021
7.938	19.3176
7.9385	20.4163
7.939	28.1982
7.9395	20.2332
7.94	20.6909
7.9405	26.825
7.941	19.9585
7.9415	21.2402
7.942	10.8032
7.9425	9.4299
7.943	10.5286
7.9435	6.5002
7.944	16.0217
7.9445	12.1765
7.945	11.7188
7.9455	18.5852
7.946	18.219
7.9465	19.1345
7.947	24.9939
7.9475	25.6348
7.948	30.8533
7.9485	31.8604
7.949	29.0222
7.9495	28.1067
7.95	21.7896
7.9505	21.5149
7.951	17.2119
7.9515	20.1416
7.952	17.7612
7.9525	11.8103
7.953	16.571
7.9535	8.2397
7.954	11.0779
7.9545	7.5989
7.955	16.7542
7.9555	11.0779
7.956	4.2114
7.9565	8.6975
7.957	6.0425
7.9575	-0.4578
7.958	7.5989
7.9585	5.0354
7.959	-1.0986
7.9595	0.6409
7.96	6.5002
7.9605	0.6409
7.961	4.3945
7.9615	11.261
7.962	16.0217
7.9625	11.1694
7.963	14.1907
7.9635	15.6555
7.964	22.6135
7.9645	13.092
7.965	10.5286
7.9655	12.2681
7.966	9.9792
7.9665	11.5356
7.967	10.8032
7.9675	12.5427
7.968	15.7471
7.9685	25.9094
7.969	19.3176
7.9695	15.9302
7.97	8.2397
7.9705	4.6692
7.971	-0.1831
7.9715	-4.303
7.972	-6.4087
7.9725	-12.085
7.973	-0.6409
7.9735	8.5144
7.974	12.9089
7.9745	13.2751
7.975	8.6975
7.9755	-5.0354
7.976	-11.6272
7.9765	-10.7117
7.977	-5.5847
7.9775	-9.0637
7.978	-8.4229
7.9785	1.6479
7.979	11.8103
7.9795	14.4653
7.98	26.7334
7.9805	55.2063
7.981	61.8896
7.9815	55.2063
7.982	55.5725
7.9825	55.2979
7.983	42.9382
7.9835	26.2756
7.984	28.8391
7.9845	14.0076
7.985	4.5776
7.9855	3.0212
7.986	-8.4229
7.9865	-18.7683
7.987	-32.6843
7.9875	-31.4026
7.988	-37.4451
7.9885	-44.0369
7.989	-40.1917
7.9895	-47.1497
7.99	-52.1851
7.9905	-55.7556
7.991	-48.7061
7.9915	-36.0718
7.992	-28.1982
7.9925	-7.0496
7.993	19.6838
7.9935	48.6145
7.994	77.9114
7.9945	98.4192
7.995	111.2366
7.9955	99.6094
7.996	103.0884
7.9965	98.6023
7.997	93.0176
7.9975	85.4187
7.998	68.2983
7.9985	61.3403
7.999	48.9807
7.9995	51.4526
8	55.8472
8.0005	49.53
8.001	51.5442
8.0015	44.6777
8.002	47.3328
8.0025	52.3682
8.003	59.8755
8.0035	68.1152
8.004	60.9741
8.0045	50.6287
8.005	36.3464
8.0055	25.5432
8.006	24.5361
8.0065	10.8948
8.007	9.7961
8.0075	-5.127
8.008	-4.1199
8.0085	-14.6484
8.009	-19.1345
8.0095	-38.0859
8.01	-46.1426
8.0105	-49.9878
8.011	-58.8684
8.0115	-63.9954
8.012	-52.4597
8.0125	-29.0222
8.013	-1.0071
8.0135	16.7542
8.014	39.4592
8.0145	61.0657
8.015	53.7415
8.0155	52.4597
8.016	59.2346
8.0165	53.9246
8.017	47.7905
8.0175	34.4238
8.018	17.1204
8.0185	18.8599
8.019	24.4446
8.0195	35.3394
8.02	31.1279
8.0205	21.8811
8.021	-4.1199
8.0215	-13.092
8.022	-18.9514
8.0225	-16.571
8.023	-9.613
8.0235	0
8.024	22.8882
8.0245	28.656
8.025	52.5513
8.0255	63.2629
8.026	75.2563
8.0265	78.6438
8.027	54.8401
8.0275	34.6985
8.028	25.5432
8.0285	33.9661
8.029	50.4456
8.0295	68.4814
8.03	74.5239
8.0305	84.9609
8.031	95.9473
8.0315	89.2639
8.032	84.5032
8.0325	73.1506
8.033	55.5725
8.0335	43.7622
8.034	29.3884
8.0345	33.5999
8.035	20.05
8.0355	22.1558
8.036	1.4648
8.0365	-6.0425
8.037	-0.4578
8.0375	3.3875
8.038	4.0283
8.0385	6.4087
8.039	-11.3525
8.0395	-23.9868
8.04	-36.5295
8.0405	-35.2478
8.041	-55.2979
8.0415	-57.7698
8.042	-70.0378
8.0425	-94.2993
8.043	-101.7151
8.0435	-94.2078
8.044	-102.8137
8.0445	-97.5952
8.045	-84.5032
8.0455	-62.7136
8.046	-12.4512
8.0465	7.0496
8.047	41.748
8.0475	69.2139
8.048	87.0667
8.0485	98.7854
8.049	121.3989
8.0495	132.4768
8.05	112.2437
8.0505	86.9751
8.051	81.4819
8.0515	63.446
8.052	52.5513
8.0525	33.0505
8.053	35.7056
8.0535	15.1062
8.054	15.6555
8.0545	32.0435
8.055	40.1917
8.0555	65.8264
8.056	105.1941
8.0565	141.9067
8.057	159.8511
8.0575	149.9634
8.058	153.3508
8.0585	140.8081
8.059	145.2942
8.0595	128.0823
8.06	100.0671
8.0605	83.2214
8.061	61.0657
8.0615	43.8538
8.062	25.9094
8.0625	23.3459
8.063	18.1274
8.0635	25.177
8.064	21.6064
8.0645	26.5503
8.065	42.3889
8.0655	58.6853
8.066	64.9109
8.0665	60.6995
8.067	53.1921
8.0675	55.0232
8.068	52.0935
8.0685	60.5164
8.069	61.7065
8.0695	55.2979
8.07	33.0505
8.0705	26.001
8.071	15.2893
8.0715	2.2888
8.072	-13.6414
8.0725	-41.1987
8.073	-57.312
8.0735	-52.8259
8.074	-65.6433
8.0745	-91.2781
8.075	-97.8699
8.0755	-118.5608
8.076	-144.7449
8.0765	-188.9648
8.077	-196.2891
8.0775	-196.6553
8.078	-200.592
8.0785	-197.2961
8.079	-192.7185
8.0795	-176.7883
8.08	-150.0549
8.0805	-101.3489
8.081	-50.4456
8.0815	14.0991
8.082	55.5725
8.0825	81.5735
8.083	95.3064
8.0835	81.2073
8.084	75.7141
8.0845	70.2209
8.085	67.3828
8.0855	48.0652
8.086	30.3955
8.0865	1.9226
8.087	-48.9807
8.0875	-102.1729
8.088	-134.1248
8.0885	-132.3853
8.089	-123.0469
8.0895	-120.6665
8.09	-85.4187
8.0905	-53.7415
8.091	-16.8457
8.0915	-0.2747
8.092	11.4441
8.0925	17.6697
8.093	0.1831
8.0935	-6.958
8.094	-0.2747
8.0945	-17.9443
8.095	-42.2974
8.0955	-61.2488
8.096	-78.0945
8.0965	-89.9048
8.097	-79.7424
8.0975	-47.0581
8.098	-16.571
8.0985	-5.0354
8.099	-25.9094
8.0995	-62.9883
8.1	-65.5518
8.1005	-67.8406
8.101	-23.3459
8.1015	-19.8669
8.102	-6.7749
8.1025	3.5706
8.103	21.8811
8.1035	24.4446
8.104	24.6277
8.1045	16.0217
8.105	11.6272
8.1055	-2.655
8.106	-32.5928
8.1065	-31.2195
8.107	-44.9524
8.1075	-42.3889
8.108	-37.262
8.1085	-31.1279
8.109	-21.8811
8.1095	-33.783
8.11	-10.5286
8.1105	1.7395
8.111	32.135
8.1115	52.0935
8.112	60.6079
8.1125	78.0029
8.113	89.0808
8.1135	75.9888
8.114	42.6636
8.1145	22.2473
8.115	41.1072
8.1155	40.9241
8.116	41.6565
8.1165	20.7825
8.117	3.0212
8.1175	-29.7546
8.118	-60.6079
8.1185	-83.5876
8.119	-162.5977
8.1195	-243.6218
8.12	-335.2661
8.1205	-411.8042
8.121	-421.1426
8.1215	-376.9226
8.122	-337.5549
8.1225	-284.4543
8.123	-237.2131
8.1235	-187.2253
8.124	-108.0322
8.1245	-41.6565
8.125	8.5144
8.1255	27.1912
8.126	77.5452
8.1265	135.498
8.127	166.2598
8.1275	193.5425
8.128	123.4131
8.1285	9.1553
8.129	-62.6221
8.1295	-106.6589
8.13	-127.533
8.1305	-110.5957
8.131	-53.7415
8.1315	-8.6975
8.132	17.395
8.1325	101.532
8.133	238.9526
8.1335	350.4639
8.134	372.6196
8.1345	348.3582
8.135	367.1265
8.1355	316.1316
8.136	213.9587
8.1365	157.0129
8.137	87.4329
8.1375	62.8967
8.138	46.6003
8.1385	3.6621
8.139	-29.9377
8.1395	-48.1567
8.14	-42.4805
8.1405	-3.3875
8.141	-10.3455
8.1415	-21.698
8.142	-40.9241
8.1425	-81.0242
8.143	-150.5127
8.1435	-262.2986
8.144	-368.3167
8.1445	-419.4031
8.145	-345.2454
8.1455	-322.9065
8.146	-263.2141
8.1465	-232.2693
8.147	-225.3113
8.1475	-162.4146
8.148	-82.7637
8.1485	-16.0217
8.149	42.2058
8.1495	65.2771
8.15	75.8057
8.1505	76.8127
8.151	58.136
8.1515	-45.5017
8.152	-184.3872
8.1525	-220.9167
8.153	-197.5708
8.1535	-154.2664
8.154	-78.0945
8.1545	81.0242
8.155	156.3721
8.1555	104.9194
8.156	67.5659
8.1565	38.5437
8.157	-30.304
8.1575	-39.1846
8.158	-132.2937
8.1585	-244.5374
8.159	-351.3794
8.1595	-321.8994
8.16	-281.9824
8.1605	-149.3225
8.161	-35.7971
8.1615	53.2837
8.162	68.7561
8.1625	-38.0859
8.163	-186.0352
8.1635	-330.78
8.164	-473.2361
8.1645	-495.2087
8.165	-422.0581
8.1655	-338.562
8.166	-289.3066
8.1665	-289.3066
8.167	-253.6926
8.1675	-39.5508
8.168	332.0618
8.1685	627.2278
8.169	692.2302
8.1695	665.2222
8.17	431.488
8.1705	152.2522
8.171	-98.3276
8.1715	-355.5908
8.172	-668.7927
8.1725	-630.7068
8.173	-365.0208
8.1735	-154.541
8.174	-30.304
8.1745	74.6155
8.175	148.3154
8.1755	276.123
8.176	456.7566
8.1765	569.8242
8.177	529.8157
8.1775	425.9033
8.178	322.6318
8.1785	286.2854
8.179	361.908
8.1795	411.5295
8.18	369.9646
8.1805	313.385
8.181	309.8145
8.1815	335.3577
8.182	396.5149
8.1825	334.3506
8.183	199.1272
8.1835	164.2456
8.184	146.3013
8.1845	111.7859
8.185	64.8193
8.1855	-12.7258
8.186	-107.7576
8.1865	-186.676
8.187	-210.2051
8.1875	-201.9653
8.188	-180.6335
8.1885	-157.6538
8.189	-140.3503
8.1895	-137.8784
8.19	-156.0059
8.1905	-168.457
8.191	-173.6755
8.1915	-197.2961
8.192	-235.9314
8.1925	-331.9702
8.193	-365.2039
8.1935	-391.571
8.194	-405.8533
8.1945	-394.7754
8.195	-345.2454
8.1955	-262.6648
8.196	-214.5996
8.1965	-143.3716
8.197	-44.7693
8.1975	5.5847
8.198	13.4583
8.1985	-31.7688
8.199	-118.927
8.1995	-220.9167
8.2	-348.5413
8.2005	-527.9846
8.201	-710.1746
8.2015	-839.8132
8.202	-891.9983
8.2025	-888.1531
8.203	-804.1077
8.2035	-626.0376
8.204	-444.6716
8.2045	-183.0139
8.205	159.3933
8.2055	423.9807
8.206	609.8328
8.2065	696.5332
8.207	692.1387
8.2075	613.0371
8.208	544.4641
8.2085	495.6665
8.209	422.9736
8.2095	350.3723
8.21	333.0688
8.2105	276.123
8.211	184.4788
8.2115	223.0225
8.212	278.9612
8.2125	278.6865
8.213	243.2556
8.2135	168.1824
8.214	76.8127
8.2145	42.1143
8.215	1.5564
8.2155	-48.8892
8.216	-113.2507
8.2165	-170.0134
8.217	-154.4495
8.2175	-61.4319
8.218	65.918
8.2185	141.9983
8.219	206.2683
8.2195	236.3892
8.22	241.7908
8.2205	236.3892
8.221	224.6704
8.2215	239.0442
8.222	278.4119
8.2225	294.6167
8.223	273.1934
8.2235	222.29
8.224	150.0549
8.2245	87.9822
8.225	35.7971
8.2255	-7.0496
8.226	-49.7131
8.2265	-72.7844
8.227	-82.489
8.2275	-113.8916
8.228	-152.0691
8.2285	-195.9229
8.229	-220.9167
8.2295	-237.7625
8.23	-246.5515
8.2305	-251.6785
8.231	-263.5803
8.2315	-301.4832
8.232	-273.468
8.2325	-242.7063
8.233	-148.6816
8.2335	-57.6782
8.234	-8.3313
8.2345	52.4597
8.235	108.2153
8.2355	168.457
8.236	216.6138
8.2365	187.7747
8.237	118.1946
8.2375	76.4465
8.238	23.7122
8.2385	5.6763
8.239	4.1199
8.2395	8.606
8.24	52.9175
8.2405	97.7783
8.241	113.5254
8.2415	98.3276
8.242	72.4182
8.2425	55.2979
8.243	43.4875
8.2435	22.6135
8.244	9.2468
8.2445	-2.1057
8.245	-3.2959
8.2455	21.5149
8.246	43.0298
8.2465	79.7424
8.247	105.5603
8.2475	119.2017
8.248	98.053
8.2485	87.616
8.249	50.0793
8.2495	11.1694
8.25	-49.8047
8.2505	-104.4617
8.251	-130.8289
8.2515	-114.624
8.252	-113.4338
8.2525	-104.4617
8.253	-81.4819
8.2535	-68.3899
8.254	-57.5867
8.2545	-53.009
8.255	-54.657
8.2555	-55.0232
8.256	-57.6782
8.2565	-54.4739
8.257	-54.657
8.2575	-46.6003
8.258	-44.4031
8.2585	-44.7693
8.259	-31.6772
8.2595	-33.3252
8.26	-30.4871
8.2605	-36.8958
8.261	-27.9236
8.2615	-37.8113
8.262	-37.0789
8.2625	-28.3813
8.263	-22.8882
8.2635	-14.1907
8.264	-12.5427
8.2645	-13.7329
8.265	1.2817
8.2655	-1.4648
8.266	-1.2817
8.2665	-0.2747
8.267	15.1062
8.2675	10.8032
8.268	11.7188
8.2685	11.6272
8.269	6.4087
8.2695	6.8665
8.27	5.4016
8.2705	4.9438
8.271	5.4016
8.2715	-2.1973
8.272	-5.2185
8.2725	-11.5356
8.273	-5.6763
8.2735	-5.9509
8.274	-1.8311
8.2745	-5.2185
8.275	3.1128
8.2755	2.1057
8.276	0.0916
8.2765	-12.1765
8.277	-1.2817
8.2775	1.6479
8.278	-3.1128
8.2785	-7.5073
8.279	-3.0212
8.2795	-5.4932
8.28	-2.8381
8.2805	-9.0637
8.281	-7.3242
8.2815	-8.3313
8.282	-11.1694
8.2825	-8.8806
8.283	-2.4719
8.2835	4.8523
8.284	-8.5144
8.2845	-6.6833
8.285	-10.3455
8.2855	-11.4441
8.286	-16.2048
8.2865	-13.3667
8.287	-13.7329
8.2875	-21.1487
8.288	-16.4795
8.2885	-16.4795
8.289	-16.7542
8.2895	-16.571
8.29	-19.8669
8.2905	-22.4304
8.291	-14.9231
8.2915	-16.9373
8.292	-22.7966
8.2925	-13.6414
8.293	-12.2681
8.2935	-12.6343
8.294	-12.8174
8.2945	-6.958
8.295	-11.3525
8.2955	-8.8806
8.296	-13.7329
8.2965	-15.3809
8.297	-20.9656
8.2975	-18.9514
8.298	-21.4233
8.2985	-13.6414
8.299	-10.7117
8.2995	-10.3455
8.3	-2.655
8.3005	-13.1836
8.301	-11.4441
8.3015	-17.6697
8.302	-11.9019
8.3025	-10.7117
8.303	-2.4719
8.3035	-9.5215
8.304	-15.2893
8.3045	-7.1411
8.305	-16.571
8.3055	-5.5847
8.306	-5.3101
8.3065	-5.8594
8.307	-8.0566
8.3075	-2.0142
8.308	0.3662
8.3085	-2.2888
8.309	-2.655
8.3095	-4.4861
8.31	-10.1624
8.3105	-4.8523
8.311	-3.7537
8.3115	0.2747
8.312	-7.782
8.3125	-1.1902
8.313	-10.3455
8.3135	-12.5427
8.314	-3.7537
8.3145	-1.0986
8.315	-17.1204
8.3155	-19.4092
8.316	-19.5007
8.3165	-25.7263
8.317	-16.1133
8.3175	-19.1345
8.318	-17.6697
8.3185	-14.8315
8.319	-12.9089
8.3195	-9.2468
8.32	-15.3809
8.3205	-9.613
8.321	-16.1133
8.3215	-14.9231
8.322	-23.9868
8.3225	-12.8174
8.323	-19.3176
8.3235	-16.3879
8.324	-10.5286
8.3245	-8.9722
8.325	-3.0212
8.3255	-2.0142
8.326	4.303
8.3265	-2.2888
8.327	1.1902
8.3275	-1.1902
8.328	-0.1831
8.3285	-6.8665
8.329	-4.0283
8.3295	-6.3171
8.33	-8.8806
8.3305	-3.479
8.331	-5.7678
8.3315	-10.0708
8.332	0.6409
8.3325	5.7678
8.333	-7.5073
8.3335	-1.6479
8.334	-4.1199
8.3345	-4.8523
8.335	-0.9155
8.3355	-4.1199
8.336	0
8.3365	-4.9438
8.337	1.6479
8.3375	-2.0142
8.338	-5.127
8.3385	5.4016
8.339	8.0566
8.3395	1.2817
8.34	5.6763
8.3405	5.7678
8.341	-0.2747
8.3415	-1.7395
8.342	2.1973
8.3425	3.3875
8.343	1.5564
8.3435	-2.1057
8.344	-0.5493
8.3445	-3.7537
8.345	3.5706
8.3455	-3.3875
8.346	-3.479
8.3465	10.8032
8.347	4.2114
8.3475	2.4719
8.348	-8.1482
8.3485	6.8665
8.349	-4.1199
8.3495	-6.4087
8.35	-8.8806
8.3505	-1.1902
8.351	-8.1482
8.3515	1.9226
8.352	-5.5847
8.3525	-5.6763
8.353	-2.655
8.3535	-9.4299
8.354	-6.5002
8.3545	-2.655
8.355	-2.1057
8.3555	0.7324
8.356	-9.0637
8.3565	-6.3171
8.357	-3.2043
8.3575	-9.9792
8.358	-2.8381
8.3585	1.5564
8.359	1.3733
8.3595	-4.4861
8.36	-6.5918
8.3605	-4.4861
8.361	-4.4861
8.3615	-3.7537
8.362	-9.613
8.3625	-6.958
8.363	-13.3667
8.3635	-1.1902
8.364	-1.1902
8.3645	3.2043
8.365	3.479
8.3655	-1.2817
8.366	-1.9226
8.3665	-0.824
8.367	1.5564
8.3675	-2.655
8.368	0.0916
8.3685	-1.1902
8.369	-3.0212
8.3695	-2.8381
8.37	-8.1482
8.3705	-1.3733
8.371	1.0071
8.3715	4.0283
8.372	1.5564
8.3725	-1.7395
8.373	-3.9368
8.3735	-3.5706
8.374	-3.8452
8.3745	-11.4441
8.375	1.5564
8.3755	-8.8806
8.376	-4.6692
8.3765	-3.3875
8.377	-6.0425
8.3775	-4.2114
8.378	-4.1199
8.3785	-4.5776
8.379	-0.4578
8.3795	-1.9226
8.38	-5.3101
8.3805	-8.4229
8.381	-11.4441
8.3815	-17.5781
8.382	-16.8457
8.3825	-9.9792
8.383	-14.5569
8.3835	-18.7683
8.384	-6.0425
8.3845	-10.8032
8.385	-11.8103
8.3855	-9.7961
8.386	-2.655
8.3865	-11.1694
8.387	-5.2185
8.3875	-10.0708
8.388	-9.5215
8.3885	-12.3596
8.389	-11.4441
8.3895	-5.4016
8.39	-3.2043
8.3905	-8.6975
8.391	-4.9438
8.3915	-1.6479
8.392	-6.958
8.3925	-5.4016
8.393	-15.564
8.3935	-8.2397
8.394	-13.6414
8.3945	-4.9438
8.395	-9.0637
8.3955	-12.9089
8.396	-1.8311
8.3965	-3.0212
8.397	2.0142
8.3975	0.0916
8.398	4.0283
8.3985	2.4719
8.399	17.3035
8.3995	9.0637
8.4	27.2827
8.4005	32.3181
8.401	27.5574
8.4015	20.05
8.402	27.7405
8.4025	30.3955
8.403	32.959
8.4035	32.7759
8.404	27.3743
8.4045	35.4309
8.405	28.0151
8.4055	30.5786
8.406	24.6277
8.4065	29.9377
8.407	25.4517
8.4075	13.092
8.408	17.9443
8.4085	13.1836
8.409	14.5569
8.4095	16.3879
8.41	17.5781
8.4105	16.7542
8.411	20.4163
8.4115	18.8599
8.412	15.2893
8.4125	5.9509
8.413	7.1411
8.4135	3.5706
8.414	3.5706
8.4145	3.6621
8.415	1.9226
8.4155	-7.8735
8.416	5.7678
8.4165	8.5144
8.417	5.5847
8.4175	1.0071
8.418	-1.7395
8.4185	-7.1411
8.419	-8.2397
8.4195	-9.1553
8.42	-10.3455
8.4205	-10.1624
8.421	-6.0425
8.4215	-19.4092
8.422	-14.3738
8.4225	-15.1978
8.423	-3.0212
8.4235	-13.1836
8.424	-7.0496
8.4245	-14.4653
8.425	-17.8528
8.4255	-14.3738
8.426	-23.9868
8.4265	-29.0222
8.427	-24.0784
8.4275	-28.2898
8.428	-29.8462
8.4285	-36.7126
8.429	-40.9241
8.4295	-27.3743
8.43	-27.9236
8.4305	-28.2898
8.431	-31.4941
8.4315	-23.8953
8.432	-27.7405
8.4325	-33.8745
8.433	-36.7126
8.4335	-36.5295
8.434	-38.4521
8.4345	-37.262
8.435	-42.0227
8.4355	-47.1497
8.436	-37.6282
8.4365	-40.9241
8.437	-39.2761
8.4375	-40.6494
8.438	-43.7622
8.4385	-50.2625
8.439	-50.4456
8.4395	-41.8396
8.44	-39.2761
8.4405	-46.4172
8.441	-44.4031
8.4415	-44.4946
8.442	-47.1497
8.4425	-45.3186
8.443	-50.4456
8.4435	-46.9666
8.444	-50.2625
8.4445	-42.2058
8.445	-40.9241
8.4455	-44.1284
8.446	-33.0505
8.4465	-43.2129
8.447	-46.051
8.4475	-44.7693
8.448	-46.9666
8.4485	-49.3469
8.449	-34.5154
8.4495	-42.4805
8.45	-36.9873
8.4505	-35.7056
8.451	-42.8467
8.4515	-41.4734
8.452	-41.3818
8.4525	-42.4805
8.453	-42.0227
8.4535	-40.741
8.454	-34.3323
8.4545	-39.0015
8.455	-40.741
8.4555	-35.614
8.456	-43.7622
8.4565	-39.0015
8.457	-40.8325
8.4575	-45.6848
8.458	-40.3748
8.4585	-34.6069
8.459	-38.269
8.4595	-39.6423
8.46	-42.3889
8.4605	-47.3328
8.461	-47.0581
8.4615	-45.8679
8.462	-40.4663
8.4625	-46.2341
8.463	-36.3464
8.4635	-38.8184
8.464	-43.4875
8.4645	-44.1284
8.465	-41.8396
8.4655	-43.1213
8.466	-43.4875
8.4665	-45.5017
8.467	-44.6777
8.4675	-51.0864
8.468	-45.7764
8.4685	-50.0793
8.469	-43.6707
8.4695	-44.5862
8.47	-38.5437
8.4705	-34.5154
8.471	-43.3044
8.4715	-36.8958
8.472	-38.1775
8.4725	-39.093
8.473	-44.4031
8.4735	-36.3464
8.474	-36.3464
8.4745	-35.3394
8.475	-33.783
8.4755	-36.0718
8.476	-34.9731
8.4765	-37.9944
8.477	-35.9802
8.4775	-39.6423
8.478	-33.783
8.4785	-40.2832
8.479	-38.269
8.4795	-35.7971
8.48	-33.4167
8.4805	-45.0439
8.481	-34.8816
8.4815	-32.6843
8.482	-32.7759
8.4825	-41.6565
8.483	-43.7622
8.4835	-40.9241
8.484	-41.5649
8.4845	-49.53
8.485	-52.5513
8.4855	-47.7905
8.486	-45.6848
8.4865	-50.8118
8.487	-52.8259
8.4875	-43.2129
8.488	-49.1638
8.4885	-45.4102
8.489	-41.9312
8.4895	-48.1567
8.49	-49.6216
8.4905	-46.6003
8.491	-51.7273
8.4915	-46.9666
8.492	-48.4314
8.4925	-54.657
8.493	-47.8821
8.4935	-49.4385
8.494	-44.6777
8.4945	-49.0723
8.495	-45.5017
8.4955	-43.9453
8.496	-41.4734
8.4965	-34.1492
8.497	-36.8958
8.4975	-36.438
8.498	-36.5295
8.4985	-39.2761
8.499	-42.2058
8.4995	-45.5017
8.5	-47.6074
8.5005	-38.7268
8.501	-35.4309
8.5015	-43.0298
8.502	-39.0015
8.5025	-45.1355
8.503	-43.0298
8.5035	-45.8679
8.504	-51.0864
8.5045	-41.1072
8.505	-43.2129
8.5055	-44.6777
8.506	-47.7905
8.5065	-35.614
8.507	-37.9028
8.5075	-27.5574
8.508	-33.5999
8.5085	-34.6069
8.509	-37.5366
8.5095	-33.0505
8.51	-34.4238
8.5105	-42.9382
8.511	-43.3044
8.5115	-41.9312
8.512	-45.3186
8.5125	-40.0085
8.513	-42.9382
8.5135	-36.2549
8.514	-38.5437
8.5145	-39.7339
8.515	-35.5225
8.5155	-33.783
8.516	-26.001
8.5165	-31.4026
8.517	-33.4167
8.5175	-33.3252
8.518	-33.783
8.5185	-35.614
8.519	-28.1067
8.5195	-32.959
8.52	-23.4375
8.5205	-19.3176
8.521	-13.3667
8.5215	-22.0642
8.522	-11.7188
8.5225	-13.5498
8.523	-22.6135
8.5235	-18.5852
8.524	-27.0081
8.5245	-28.9307
8.525	-28.2898
8.5255	-27.5574
8.526	-27.3743
8.5265	-27.6489
8.527	-32.135
8.5275	-33.9661
8.528	-37.9944
8.5285	-31.9519
8.529	-39.093
8.5295	-37.7197
8.53	-39.4592
8.5305	-32.8674
8.531	-33.0505
8.5315	-34.5154
8.532	-43.396
8.5325	-35.614
8.533	-31.4941
8.5335	-23.1628
8.534	-30.3955
8.5345	-25.4517
8.535	-23.2544
8.5355	-21.1487
8.536	-17.2119
8.5365	-17.8528
8.537	-15.8386
8.5375	-11.9019
8.538	-7.2327
8.5385	-2.4719
8.539	-17.1204
8.5395	-8.6975
8.54	-7.0496
8.5405	-3.6621
8.541	-7.5989
8.5415	-14.3738
8.542	-5.9509
8.5425	-7.782
8.543	-13.5498
8.5435	-12.5427
8.544	-17.1204
8.5445	-10.2539
8.545	-11.4441
8.5455	-2.8381
8.546	-4.303
8.5465	-4.1199
8.547	3.1128
8.5475	-2.655
8.548	-7.4158
8.5485	-16.2048
8.549	-11.4441
8.5495	-9.613
8.55	-17.1204
8.5505	-12.2681
8.551	-10.3455
8.5515	-16.2964
8.552	-16.2964
