Time Stamp,Temperature,Magnetic Field,Moment,M. Std. Err.,PPMS Status
742.8,10,263.5,0.001005,1.7E-6,4449
743.8,10,273.3,0.001013,2.3E-6,4449
744.8,10,283.7,0.001022,2.7E-6,4449
745.8,10,293.7,0.001029,3E-6,4449
746.8,10,303.4,0.001034,2.7E-6,4449
747.8,10,315,0.001041,2.3E-6,4449
748.9,10,326.4,0.001039,2.1E-6,4449
749.9,10,336.1,0.001051,2.9E-6,4449
750.9,10,346,0.001055,2.6E-6,4449
751.9,10,357.1,0.001064,3.1E-6,4449
752.9,10,368.1,0.001072,2.7E-6,4449
753.9,10,379.1,0.001079,3.2E-6,4449
754.9,10,390.2,0.001081,3.2E-6,4449
755.8,10,400.3,0.001088,3E-6,4449
756.8,10,411.3,0.001085,2.8E-6,4449
757.9,10,422.5,0.001088,2.5E-6,4449
758.9,10,432.5,0.001095,3.3E-6,4449
759.9,10,443.5,0.001087,2.9E-6,4449
760.9,10,454.7,0.001094,3E-6,4449
761.9,10,464.7,0.001101,3.7E-6,4449
762.9,10,475.5,0.001101,3.2E-6,4449
763.9,10,486.5,0.001108,3.9E-6,4449
764.9,10,497.4,0.001103,3.7E-6,4449
765.9,10,508.3,0.001112,3.6E-6,4449
766.9,10,519,0.00112,3.6E-6,4449
767.9,10,529.6,0.001117,3.5E-6,4449
768.9,10,539.5,0.001115,3.9E-6,4449
769.9,10,550.4,0.001114,4.3E-6,4449
770.9,10,560.8,0.001116,3.5E-6,4449
771.9,10,568.6,0.00113,3.9E-6,4449
772.9,10,574.7,0.001129,4.3E-6,4449
773.9,10,580.2,0.001126,5.7E-6,4449
774.9,10,584.9,0.001114,4.1E-6,4449
775.9,10,588.9,0.001121,3.7E-6,4449
776.9,10,592.5,0.001114,3.3E-6,4449
778,10,608.5,0.001118,3.3E-6,4449
779,10,626.4,0.001117,3E-6,4449
779.9,10,635.1,0.001122,2.6E-6,4449
780.9,10,644.8,0.001124,3.7E-6,4449
781.9,10,655.4,0.001128,4E-6,4449
782.9,10,666,0.001129,3.5E-6,4449
783.9,10,675.8,0.001131,3.7E-6,4449
784.9,10,686.7,0.001131,3.2E-6,4449
785.9,10,697.7,0.001135,4.2E-6,4449
786.9,10,708.7,0.001119,4.9E-6,4449
788,10,719.7,0.001122,3.5E-6,4449
789,10,729.8,0.001122,4.2E-6,4449
790,10,741.2,0.00113,4.7E-6,4449
791,10,753.8,0.001131,4.9E-6,4449
792,10,764.9,0.001126,5E-6,4449
793,10,775,0.001129,4.7E-6,4449
794,10,782.1,0.001089,4.6E-5,4449
795,10,790.6,0.001129,4.6E-6,4449
796,10,801.8,0.001135,5.3E-6,4449
797,10,811.9,0.001134,6.4E-6,4449
798,10,822.8,0.001136,5.7E-6,4449
799,10,833.6,0.001133,4.4E-6,4449
800,10,844.4,0.00114,6.1E-6,4449
801,10,855.2,0.001142,5.9E-6,4449
802,10,865.9,0.001134,6.4E-6,4449
803,10,876.5,0.001135,5.8E-6,4449
804,10,884.6,0.001139,5.5E-6,4449
805,10,891.2,0.001141,5.4E-6,4449
806,10,896.8,0.00114,5.2E-6,4449
807,10,901.5,0.001126,6.3E-6,4449
808,10,906.3,0.001125,3.8E-6,4449
809.1,10,910.7,0.001139,5E-6,4449
810.1,10,914.2,0.001132,6.4E-6,4449
850.2,10,1000.1,0.001103,4.3E-6,4417
857.6,10,999.9,0.001089,5.5E-6,4417
866,10,1000,0.001083,6.5E-6,4449
866.4,10,1116.4,0.001165,2.5E-5,4449
867.2,10,1253.6,0.001215,2.1E-5,4449
868.2,10,1327.5,0.001202,6.5E-6,4449
869.2,10,1426.6,0.001202,6.1E-6,4449
870.3,10,1531.9,0.001203,8.2E-6,4449
871.3,10,1638.8,0.001206,5.3E-5,4449
872.3,10,1734.2,0.001212,6.4E-6,4449
873.3,10,1841.9,0.001209,3E-5,4449
874.2,10,1949.6,0.001197,8.8E-6,4449
875.2,10,2046.5,0.001206,3.3E-5,4449
876.2,10,2153.2,0.001203,7.2E-6,4449
877.3,10,2261.9,0.001182,8.4E-6,4449
878.3,10,2362.1,0.001087,1.3E-4,4449
879.3,10,2460.9,0.001121,7E-5,4449
880.3,10,2568.4,0.001206,1E-5,4449
881.3,10,2677.2,0.001204,8.5E-6,4449
882.3,10,2773.8,0.001199,2.6E-5,4449
883.3,10,2879.5,0.001183,1.1E-5,4449
884.3,10,2989.7,0.001181,1.1E-5,4449
885.3,10,3090.6,0.0011,1.1E-4,4449
886.3,10,3183,0.001025,1.4E-4,4449
887.3,10,3273.2,0.001144,1.1E-5,4449
888.3,10,3381.6,0.001157,2E-5,4449
889.3,10,3488.3,0.001167,1.7E-5,4449
890.3,10,3592.4,0.001131,4E-5,4449
891.3,10,3694.4,0.001132,6.9E-5,4449
892.3,10,3776.1,0.001154,2.3E-4,4449
893.3,10,3871.8,0.001144,1.3E-5,4449
894.3,10,3981.5,0.001148,1.1E-5,4449
895.3,10,4079.1,0.001132,1.5E-5,4449
896.4,10,4184.8,0.001134,1.7E-5,4449
897.4,10,4287.6,0.001148,6.7E-5,4449
898.3,10,4377.1,0.001356,3.1E-4,4449
901.8,10,4719.6,0.001084,4.8E-5,4449
904.8,10,4999.7,8.011E-4,1.9E-4,4449
905.3,10,5045.1,0.001061,3E-5,4449
906.3,10,5148.1,0.001092,1.8E-5,4449
907.4,10,5264.6,0.001075,1.6E-5,4449
908.4,10,5371,0.001087,3.1E-5,4449
909.4,10,5464.3,0.001063,1.7E-5,4449
910.4,10,5556.7,0.00108,5.5E-5,4449
911.4,10,5646.4,0.001285,2.7E-4,4449
915,10,6004.7,0.001003,1.8E-5,4449
915.5,10,6058.6,9.906E-4,2.2E-5,4449
916.4,10,6147.6,8.537E-4,1E-4,4449
919.9,10,6460.9,0.001077,1.2E-4,4449
920.4,10,6519,0.001012,1.5E-5,4449
921.4,10,6625.8,0.001071,1.3E-5,4449
922.4,10,6719.3,9.938E-4,1.6E-5,4449
923.4,10,6820.3,9.989E-4,1.3E-5,4449
924.4,10,6920.6,9.853E-4,2E-5,4449
928.3,10,7291.3,9.623E-4,1.8E-5,4449
931.4,10,7590,9.044E-4,1.9E-5,4449
934.7,10,7862.3,9.396E-4,2.4E-5,4449
935.1,10,7871.3,8.323E-4,7.7E-4,4449
935.7,10,7937,8.951E-4,2.1E-5,4449
939.5,10,8221.2,9.022E-4,2.2E-5,4449
939.7,10,8224.1,8.907E-4,2E-5,4449
943.3,10,8429.2,0.001003,9.6E-5,4449
943.7,10,8457.7,9.455E-4,2.2E-5,4449
944.5,10,8531.1,9.682E-4,2E-5,4449
945.5,10,8619.2,0.001014,1.7E-5,4449
946.5,10,8717.5,9.575E-4,1.9E-5,4449
950.7,10,9121.5,8.793E-4,2.2E-5,4449
953.7,10,9419.3,9.037E-4,2.1E-5,4449
954,10,9445.2,8.775E-4,1.9E-5,4449
954.7,10,9505.7,8.903E-4,2.1E-5,4449
955.5,10,9584.9,8.755E-4,2.1E-5,4449
959,10,9685.3,8.42E-4,2.7E-5,4449
962.2,10,9929.9,8.522E-4,2.5E-5,4449
962.7,10,9941.1,8.512E-4,2.4E-5,4449
963.6,10,9961,7.992E-4,2.7E-5,4449
989.4,10,9999.6,7.011E-4,3.2E-5,4417
1011.4,10.25,9999.9,6.596E-4,1.8E-5,4422
1018.9,10.65,9999.8,5.883E-4,2.4E-5,4422
1026.2,11.25,9999.9,6.546E-4,1.5E-5,4422
1026.7,11.28,10000,6.193E-4,1.6E-5,4422
1028.7,11.48,9999.9,6.072E-4,1.8E-5,4422
1037.2,12.49,10000.1,5.513E-4,2.2E-5,4422
1044.2,13.49,10000,5.967E-4,1.7E-5,4422
1051.7,14.67,10000.1,5.719E-4,1.8E-5,4422
1058.5,15.64,9999.9,4.91E-4,1.1E-5,4422
1065.8,16.49,9999.9,4.11E-4,2E-5,4422
1072.8,17.2,10000,4.772E-4,1.2E-5,4422
1079.8,17.87,10000,4.346E-4,1.5E-5,4422
1087.2,18.47,10000,4.565E-4,1.4E-5,4422
1087.4,18.48,10000.1,4.541E-4,1.3E-5,4422
1089,18.59,10000.1,4.653E-4,1.3E-5,4422
1091.9,18.78,10000.1,4.325E-4,1.5E-5,4422
1100.5,19.22,10000.1,4.225E-4,1.6E-5,4422
1108.1,19.52,10000,4.188E-4,1.3E-5,4422
1115.2,19.72,10000.1,4.739E-4,1.4E-5,4422
1122.5,19.79,10000.2,4.323E-4,1.5E-5,4422
1129.8,19.76,10000,4.661E-4,1.5E-5,4422
1136.8,19.7,10000.1,4.269E-4,1.1E-5,4422
1144.1,19.71,10000.2,4.51E-4,1.4E-5,4422
1151.2,19.74,10000.2,3.882E-4,1.1E-5,4422
1158.2,19.77,10000.3,4.007E-4,1.2E-5,4422
1165.5,19.77,10000.2,4.615E-4,1.2E-5,4422
1165.8,19.77,10000.2,4.543E-4,1.2E-5,4422
1167.4,19.77,10000.2,4.212E-4,1.2E-5,4422
1170.2,19.77,10000.2,3.784E-4,1.1E-5,4422
1173.2,19.76,10000.1,4.146E-4,1.2E-5,4422
1176.2,19.77,10000.2,4.314E-4,1E-5,4422
1184.9,19.79,10000.2,3.93E-4,1.4E-5,4422
1185.8,19.79,10000.2,4.196E-4,1.3E-5,4422
1193.6,19.8,10000.2,4.316E-4,1.1E-5,4421
1200.9,19.81,10000.2,4.147E-4,1.4E-5,4421
1208,19.81,10000.3,4.297E-4,1.2E-5,4421
1209.5,19.81,10000.1,4.524E-4,1.3E-5,4421
1212.4,19.81,10000.2,4.555E-4,1.2E-5,4421
1220.9,19.83,10000.2,4.377E-4,1.3E-5,4421
1221.9,19.83,10000.1,4.221E-4,1.4E-5,4421
1230.1,19.84,10000.2,4.417E-4,1.3E-5,4421
1231.1,19.84,10000.2,4.426E-4,1.5E-5,4421
1233.4,19.84,10000.2,4.477E-4,1.5E-5,4421
1241.8,19.84,10000.3,3.784E-4,1.6E-5,4421
1248.9,19.84,10000.2,3.947E-4,1.6E-5,4421
1256.2,19.85,10000.4,3.86E-4,1.9E-5,4421
1263.3,19.86,10000.3,4.196E-4,1.5E-5,4421
1270.7,19.87,10000.4,3.732E-4,1.9E-5,4421
1277.7,19.87,10000.2,4.553E-4,1.9E-5,4421
1278.9,19.87,10000.3,3.763E-4,1.7E-5,4421
1287.2,19.88,10000.2,3.965E-4,2E-5,4421
1294.7,19.88,10000.2,3.856E-4,1.4E-5,4421
1295,19.88,10000.2,4.129E-4,1.5E-5,4421
1302.5,19.89,10000.2,3.582E-4,1.7E-5,4421
1321.3,19.9,10000.3,3.643E-4,3E-5,4417
1332.9,19.91,9610.9,3.69E-4,2.8E-5,4465
1335.8,19.91,9541.9,2.252E-4,3.7E-5,4465
1339.1,19.91,9138,1.794E-4,2.8E-5,4465
1342.3,19.91,8732.3,1.879E-4,2.6E-5,4465
1342.6,19.91,8698.8,2.085E-4,2.6E-5,4465
1343.2,19.91,8620.9,1.517E-4,2.6E-5,4465
1346.5,19.91,8219.2,2.172E-4,2.6E-5,4465
1350.1,19.92,7777.3,1.908E-4,2.3E-5,4465
1350.3,19.92,7755.6,1.932E-4,2.2E-5,4465
1351,19.92,7675.8,2.049E-4,1.8E-5,4465
1351.9,19.92,7552.7,2.075E-4,1.9E-5,4465
1352.9,19.92,7429.7,1.698E-4,2E-5,4465
1353.9,19.92,7317.9,2.215E-4,1.7E-5,4465
1354.9,19.92,7195.7,1.988E-4,2.3E-5,4465
1356,19.92,7062.8,2.478E-4,2.1E-5,4465
1357,19.92,6951.7,2.635E-4,2.3E-5,4465
1357.9,19.92,6840.8,2.556E-4,2.2E-5,4465
1359,19.92,6708.7,2.496E-4,2.6E-5,4465
1360,19.92,6587.4,2.115E-4,2.3E-5,4465
1361,19.92,6477.1,2.246E-4,1.9E-5,4465
1362,19.92,6367,2.401E-4,2.8E-5,4465
1363,19.92,6246.4,2.401E-4,1.4E-5,4465
1366.6,19.93,5804.7,2.292E-4,1.7E-5,4465
1369.7,19.93,5449.2,2.423E-4,2.2E-5,4465
1370.1,19.93,5393.1,2.12E-4,2.3E-5,4465
1371,19.93,5294.8,2.674E-4,2.2E-5,4465
1372,19.93,5186,2.575E-4,2.2E-5,4465
1373,19.93,5067,2.39E-4,1.7E-5,4465
1374,19.93,4937.6,2.373E-4,2E-5,4465
1375,19.93,4815.1,2.391E-4,1.7E-5,4465
1376,19.93,4706.8,2.442E-4,1.7E-5,4465
1377,19.93,4598.6,2.6E-4,1.7E-5,4465
1378,19.93,4480,2.567E-4,1.5E-5,4465
1379.1,19.93,4361.4,2.317E-4,1.5E-5,4465
1380.1,19.93,4242.9,2.34E-4,2E-5,4465
1381.1,19.93,4124.6,2.242E-4,1.8E-5,4465
1382.1,19.93,4006.3,2.286E-4,1.6E-5,4465
1383.1,19.93,3887.9,2.162E-4,1.4E-5,4465
1384.1,19.93,3780.1,2.37E-4,1.2E-5,4465
1385,19.93,3661.7,2.392E-4,9.3E-6,4465
1386.1,19.93,3543.4,2.521E-4,1E-5,4465
1387.1,19.93,3425.2,2.317E-4,1.1E-5,4465
1388.1,19.93,3303.7,2.399E-4,8.2E-6,4465
1389.1,19.94,3196.1,2.385E-4,1.1E-5,4465
1390.1,19.94,3078.1,2.349E-4,1E-5,4465
1391.1,19.94,2960.1,2.507E-4,8.1E-6,4465
1392.1,19.94,2873.4,2.247E-4,9.1E-6,4465
1393.1,19.94,2826.2,2.335E-4,9E-6,4465
1394.1,19.94,2810,2.432E-4,5.5E-6,4465
1395.1,19.94,2804.6,2.447E-4,7.1E-6,4465
1396.1,19.94,2705.9,2.511E-4,7.4E-6,4465
1397.1,19.94,2574.3,2.403E-4,7.5E-6,4465
1398.1,19.94,2490.8,2.306E-4,6.4E-6,4465
1399.1,19.94,2392.6,2.273E-4,6.3E-6,4465
1400.1,19.94,2279.3,2.203E-4,5.5E-6,4465
1401.1,19.94,2160.9,2.132E-4,6E-6,4465
1402.1,19.94,2055.1,2.024E-4,5.5E-6,4465
1403.1,19.94,1938.5,2.022E-4,5.8E-6,4465
1404.1,19.94,1821.9,1.962E-4,6.5E-6,4465
1405.1,19.94,1715.7,1.728E-4,4.3E-6,4465
1406.1,19.94,1599.3,1.785E-4,4.9E-6,4465
1407.1,19.94,1484.3,1.608E-4,4.6E-6,4465
1408.2,19.94,1407.8,1.687E-4,4.6E-6,4465
1409.2,19.94,1377.6,1.802E-4,4.9E-6,4465
1410.1,19.94,1367.7,1.938E-4,5.1E-6,4465
1411.1,19.94,1363.7,1.924E-4,4.9E-6,4465
1412.2,19.94,1259,1.495E-4,3.5E-6,4465
1413.2,19.94,1133.3,1.357E-4,3.1E-6,4465
1414.1,19.94,1100.5,1.395E-4,2.6E-6,4465
1415.1,19.94,1085.1,1.475E-4,2.7E-6,4465
1416.2,19.94,1078.2,1.54E-4,2.5E-6,4465
1417.2,19.94,1075.2,1.64E-4,2.9E-6,4465
1445.3,19.95,1000.5,2.094E-4,2.2E-6,4417
1452.5,19.95,1000.3,2.046E-4,2.8E-6,4417
1460.8,19.95,941,2.169E-4,3.2E-6,4449
1461.3,19.95,937.6,1.964E-4,3.3E-6,4449
1462.3,19.95,929.9,1.711E-4,2.7E-6,4449
1463.3,19.95,920.9,1.621E-4,2.3E-6,4449
1464.3,19.95,910.2,1.558E-4,3E-6,4449
1465.3,19.96,899.5,1.495E-4,2.8E-6,4449
1466.3,19.96,889.4,1.508E-4,3E-6,4449
1467.3,19.96,878.3,1.508E-4,2.2E-6,4449
1468.4,19.96,866.3,1.476E-4,2.8E-6,4449
1469.4,19.96,855.1,1.454E-4,2E-6,4449
1470.3,19.96,844.9,1.477E-4,2.5E-6,4449
1471.3,19.96,833.8,1.447E-4,1.5E-6,4449
1472.4,19.96,821.6,1.377E-4,1.8E-6,4449
1473.4,19.96,810.3,1.369E-4,1.6E-6,4449
1474.3,19.96,800.1,1.385E-4,1.5E-6,4449
1475.3,19.96,790.3,1.32E-4,1.4E-6,4449
1476.4,19.96,779.4,1.277E-4,1.4E-6,4449
1477.4,19.96,768.1,1.284E-4,1.8E-6,4449
1478.3,19.96,758,1.301E-4,1.8E-6,4449
1479.4,19.96,746.8,1.247E-4,1.7E-6,4449
1480.4,19.96,735.7,1.264E-4,2.3E-6,4449
1481.4,19.96,724.5,1.241E-4,1.9E-6,4449
1482.4,19.96,713.3,1.273E-4,1.5E-6,4449
1483.4,19.96,702,1.253E-4,1.6E-6,4449
1484.4,19.96,690.8,1.209E-4,1.4E-6,4449
1485.4,19.96,680.6,1.216E-4,1.6E-6,4449
1486.4,19.96,669.3,1.146E-4,1.9E-6,4449
1487.4,19.96,658.1,1.184E-4,1.5E-6,4449
1488.4,19.96,647.9,1.191E-4,1.6E-6,4449
1489.4,19.96,636.7,1.165E-4,1.6E-6,4449
1490.4,19.96,625.1,1.113E-4,2.2E-6,4449
1491.4,19.96,613.9,1.11E-4,1.9E-6,4449
1492.4,19.96,602.8,1.103E-4,1.6E-6,4449
1493.5,19.96,591.6,1.081E-4,1.4E-6,4449
1494.5,19.96,580.5,1.056E-4,1.6E-6,4449
1495.4,19.96,570.3,1.066E-4,1.4E-6,4449
1496.4,19.96,559,1.036E-4,1.5E-6,4449
1497.4,19.96,547.9,1.032E-4,1.8E-6,4449
1498.4,19.96,537.8,9.789E-5,1.5E-6,4449
1499.4,19.96,526.5,9.467E-5,1.4E-6,4449
1500.4,19.96,515.3,9.662E-5,1.2E-6,4449
1501.4,19.96,505,9.611E-5,1.4E-6,4449
1502.5,19.96,494,9.125E-5,1.2E-6,4449
1503.5,19.96,482.5,9.052E-5,1.3E-6,4449
1504.5,19.96,471.2,8.22E-5,1.1E-6,4449
1505.5,19.96,460.2,7.781E-5,1.2E-6,4449
1506.5,19.96,449,7.648E-5,1.7E-6,4449
1507.5,19.96,437.8,7.176E-5,1.2E-6,4449
1508.4,19.96,427.7,7.167E-5,1.1E-6,4449
1509.5,19.96,416.5,6.679E-5,1.1E-6,4449
1510.5,19.96,405.4,6.62E-5,9.5E-7,4449
1511.5,19.96,395.2,6.577E-5,9.3E-7,4449
1512.5,19.97,384.1,6.43E-5,8.2E-7,4449
1513.5,19.97,373,6.163E-5,1.1E-6,4449
1514.5,19.97,361.6,5.873E-5,8E-7,4449
1515.5,19.97,350.4,5.689E-5,9.3E-7,4449
1516.5,19.97,339.3,5.289E-5,8.1E-7,4449
1517.5,19.97,328.2,4.828E-5,9.6E-7,4449
1518.5,19.97,318.1,4.49E-5,6.6E-7,4449
1519.5,19.97,307,4.341E-5,6.9E-7,4449
1520.5,19.97,295.9,4.09E-5,6.3E-7,4449
1521.5,19.97,284.8,3.752E-5,6.4E-7,4449
1522.5,19.96,273.8,3.17E-5,5.6E-7,4449
1523.5,19.96,263.7,3.158E-5,5.2E-7,4449
1524.6,19.96,252.5,2.623E-5,7.1E-7,4449
1525.6,19.96,241.4,2.232E-5,7E-7,4449
1526.6,19.96,230.4,1.834E-5,6.8E-7,4449
1527.6,19.96,219,1.473E-5,7.5E-7,4449
1528.6,19.97,208.9,1.189E-5,9.2E-7,4449
1529.6,19.97,198.7,1.107E-5,5.8E-7,4449
1530.6,19.97,187.8,5.964E-6,6.5E-7,4449
1531.6,19.97,175.8,1.188E-6,5.3E-7,4449
1532.6,19.97,164.7,-2.577E-6,6E-7,4449
1533.6,19.97,154.6,-6.673E-6,7.3E-7,4449
1534.6,19.97,143.6,-9.244E-6,7.3E-7,4449
1535.6,19.97,132.6,-1.387E-5,6.6E-7,4449
1536.6,19.97,121.5,-1.64E-5,6.9E-7,4449
1537.6,19.97,110.5,-2.357E-5,7.4E-7,4449
1538.6,19.97,100.4,-2.762E-5,7.9E-7,4449
1539.6,19.97,89.5,-3.149E-5,7.3E-7,4449
1540.6,19.97,78.2,-3.709E-5,8.4E-7,4449
1541.6,19.97,68.2,-4.274E-5,8.3E-7,4449
1542.6,19.97,57.2,-4.861E-5,1E-6,4449
1543.6,19.97,45.1,-5.422E-5,8.1E-7,4449
1544.6,19.97,35,-6.279E-5,1E-6,4449
1545.6,19.97,24.9,-7.326E-5,9.2E-7,4449
1546.6,19.97,13.4,-8.451E-5,1.2E-6,4449
1547.6,19.97,2.2,-1.003E-4,1.1E-6,4449
1548.6,19.97,-8.9,-1.199E-4,1.5E-6,4449
1549.6,19.97,-20,-1.539E-4,2.3E-6,4449
1550.7,19.97,-31.1,-1.999E-4,2.8E-6,4449
1551.6,19.97,-41.2,-2.577E-4,3.1E-6,4449
1552.6,19.97,-52.3,-3.088E-4,2.3E-6,4449
1553.7,19.97,-63.6,-3.448E-4,1.7E-6,4449
1554.7,19.97,-74.5,-3.687E-4,1.5E-6,4449
1555.7,19.97,-85.4,-3.904E-4,1.4E-6,4449
1556.7,19.97,-96.4,-4.099E-4,1.4E-6,4449
1557.7,19.97,-107.3,-4.321E-4,1.4E-6,4449
1573.6,19.96,-277.7,0,0,4449
1585.9,19.99,-402,-7.13E-4,2.2E-6,4449
1586.2,19.99,-404.8,-7.134E-4,2.3E-6,4449
1586.9,19.99,-411.4,-7.201E-4,2.2E-6,4449
1587.8,19.99,-420.3,-7.249E-4,2.1E-6,4449
1588.7,19.99,-431.1,-7.194E-4,2.6E-6,4449
1589.8,19.98,-441.9,-7.288E-4,2.9E-6,4449
1590.8,19.98,-451.8,-7.276E-4,2.8E-6,4449
1591.8,19.98,-462.5,-7.307E-4,2.7E-6,4449
1592.8,19.98,-473.7,-7.357E-4,2.6E-6,4449
1593.8,19.98,-484.6,-7.358E-4,2E-6,4449
1594.8,19.98,-495.4,-7.442E-4,2.3E-6,4449
1595.8,19.98,-506.2,-7.472E-4,2.2E-6,4449
1596.8,19.98,-517,-7.499E-4,1.9E-6,4449
1597.8,19.98,-527.7,-7.483E-4,2E-6,4449
1598.8,19.97,-537.3,-7.525E-4,2.3E-6,4449
1599.8,19.97,-544.1,-7.585E-4,2E-6,4449
1600.8,19.97,-550.1,-7.592E-4,2.1E-6,4449
1601.8,19.97,-555.4,-7.606E-4,2.4E-6,4449
1602.8,19.97,-559.8,-7.603E-4,2.8E-6,4449
1603.8,19.97,-564.4,-7.464E-4,2.8E-6,4449
1604.8,19.97,-568.3,-7.562E-4,3E-6,4449
1605.8,19.97,-571.5,-7.516E-4,3E-6,4449
1606.8,19.97,-589.3,-7.638E-4,2.8E-6,4449
1607.8,19.97,-610.1,-7.708E-4,2.4E-6,4449
1608.8,19.97,-620.1,-7.666E-4,3.2E-6,4449
1609.9,19.97,-630.9,-7.694E-4,2.9E-6,4449
1610.9,19.97,-642.4,-7.738E-4,2.3E-6,4449
1611.9,19.97,-653.9,-7.75E-4,2.3E-6,4449
1612.8,19.97,-664.1,-7.716E-4,2.1E-6,4449
1613.8,19.98,-675.2,-7.736E-4,2E-6,4449
1614.9,19.98,-686.1,-7.792E-4,2.7E-6,4449
1615.9,19.98,-696.9,-7.777E-4,2.5E-6,4449
1616.9,19.98,-708.1,-7.764E-4,2.9E-6,4449
1617.9,19.98,-718.9,-7.83E-4,2.8E-6,4449
1618.9,19.98,-729.8,-7.806E-4,2.7E-6,4449
1619.9,19.98,-739.6,-7.803E-4,3.4E-6,4449
1620.9,19.98,-750.2,-7.793E-4,2.7E-6,4449
1621.9,19.99,-760.9,-7.842E-4,2.6E-6,4449
1622.9,19.99,-770.7,-7.768E-4,3.4E-6,4449
1623.9,19.99,-781.5,-7.778E-4,2.8E-6,4449
1624.9,19.99,-791.7,-7.105E-4,5.3E-5,4449
1625.9,19.99,-799.7,-7.555E-4,3.3E-5,4449
1626.9,19.99,-808.3,-7.874E-4,3.4E-6,4449
1628,19.99,-819.5,-7.907E-4,3.5E-6,4449
1628.9,19.99,-830.3,-7.954E-4,3E-6,4449
1629.9,19.99,-840.1,-7.905E-4,3E-6,4449
1630.9,19.99,-849.5,-7.927E-4,2.5E-6,4449
1631.9,19.99,-857.1,-7.97E-4,3.1E-6,4449
1632.9,19.98,-863.1,-8.031E-4,2.2E-6,4449
1633.9,19.98,-868.4,-8.095E-4,3E-6,4449
1634.9,19.98,-873.3,-7.993E-4,2.7E-6,4449
1635.9,19.98,-877.6,-7.993E-4,3E-6,4449
1637,19.98,-881.7,-7.948E-4,3.2E-6,4449
1638,19.98,-884.7,-7.884E-4,3.2E-6,4449
1674.1,19.99,-999.7,-7.789E-4,3.9E-6,4417
1681.5,19.98,-999.8,-7.511E-4,3.1E-6,4417
1690.4,19.98,-1245.2,-7.235E-4,4.6E-6,4449
1690.7,19.98,-1236.7,-7.555E-4,3.8E-5,4449
1691.3,19.99,-1241.5,-8.186E-4,2.3E-5,4449
1692.1,19.99,-1307.7,-8.134E-4,1E-5,4449
1693.1,19.99,-1409.2,-8.219E-4,6.2E-6,4449
1694.1,19.99,-1513.5,-8.108E-4,2.3E-5,4449
1695.2,19.99,-1615.8,-8.701E-4,7.7E-5,4449
1696.2,19.99,-1720.6,-8.205E-4,6.3E-6,4449
1697.2,19.99,-1830.1,-8.206E-4,6E-6,4449
1698.2,19.99,-1929.5,-8.301E-4,9.3E-6,4449
1699.2,19.99,-2035.5,-8.39E-4,4.6E-5,4449
1700.2,19.99,-2141.8,-8.011E-4,6.1E-6,4449
1701.1,19.99,-2241.1,-8.016E-4,8.7E-6,4449
1702.2,19.99,-2349.1,-8.165E-4,7.6E-6,4449
1703.2,19.99,-2447,-7.694E-4,1.5E-4,4449
1704.2,19.99,-2536.9,-8.06E-4,9.6E-6,4449
1705.2,19.99,-2646.7,-8.257E-4,8.9E-6,4449
1706.2,19.99,-2758.3,-8.29E-4,8.5E-6,4449
1707.2,19.99,-2860.2,-8.228E-4,8.6E-5,4449
1708.3,19.99,-2972.5,-7.988E-4,1E-5,4449
1709.3,19.99,-3081.1,-7.812E-4,9.3E-6,4449
1710.2,19.99,-3169.1,-7.699E-4,1.3E-4,4449
1711.2,19.99,-3257.8,-7.795E-4,9.6E-6,4449
1712.2,19.99,-3366.2,-7.642E-4,9.4E-6,4449
1713.2,19.99,-3471.3,-7.613E-4,3.5E-5,4449
1714.2,19.99,-3564.6,-7.105E-4,8.3E-5,4449
1715.2,19.99,-3669.7,-7.403E-4,1.3E-5,4449
1716.2,19.99,-3771.4,-6.883E-4,8.6E-5,4449
1717.2,19.99,-3852.3,-6.369E-4,2E-4,4449
1718.2,19.99,-3949.3,-6.809E-4,1.3E-5,4449
1719.2,19.99,-4061.2,-6.939E-4,1.3E-5,4449
1720.2,19.99,-4165.8,-7.467E-4,3.2E-5,4449
1721.2,19.99,-4269.7,-7.056E-4,1.5E-5,4449
1722.2,19.99,-4369.6,-6.919E-4,1.2E-4,4449
1723.3,19.99,-4459.3,-4.505E-4,3.4E-4,4449
1726.8,19.99,-4809.5,-6.761E-4,1.4E-5,4449
1730.4,19.99,-5151.1,-5.772E-4,2.1E-4,4449
1730.6,19.99,-5173.5,-6.612E-4,2.7E-5,4449
1731.3,19.99,-5242.8,-6.771E-4,1.2E-4,4449
1732.3,19.99,-5345.7,-6.246E-4,1.4E-5,4449
1733.3,19.99,-5446.4,-6.078E-4,4.7E-5,4449
1734.3,19.99,-5530.9,-6.622E-4,2.1E-4,4449
1735.3,19.99,-5628.2,-6.055E-4,1.5E-5,4449
1736.3,19.99,-5722.7,-5.17E-4,1.8E-4,4449
1737.3,19.99,-5816.8,-5.931E-4,1.8E-5,4449
1738.3,19.99,-5923.1,-6.027E-4,1.7E-5,4449
1739.3,19.99,-6011.3,-6.194E-4,2.1E-4,4449
1740.3,19.99,-6110.2,-5.732E-4,2E-5,4449
1741.3,19.99,-6216,-5.585E-4,2E-5,4449
1742.3,19.99,-6304.3,-5.211E-4,9.6E-5,4449
1743.3,19.99,-6404.9,-5.621E-4,1.9E-5,4449
1744.3,19.99,-6508.3,-5.527E-4,2.3E-5,4449
