t	L1	L2
26.75	0.0552474117717962	8.968
26.775	0.0552089278840436	8.976
26.8	0.055143421641824	8.977
26.825	0.0550725146329241	8.983
26.85	0.0551421527697007	8.975
26.875	0.0549847684512408	8.9705
26.9	0.0549409021849817	8.9745
26.925	0.0550916350191413	8.983
26.95	0.0551558858400139	8.9785
26.975	0.0550525735341306	8.9745
27	0.0551384548260953	8.9755
27.025	0.0550675837380426	8.9775
27.05	0.0551318521301766	8.9655
27.075	0.0550123410521202	8.9735
27.1	0.0551252666888602	8.9715
27.125	0.0550490073877717	8.9725
27.15	0.0550592387937524	8.9795
27.175	0.05505866357895	8.973
27.2	0.0553283627941126	8.975
27.225	0.0550304985712891	8.968
27.25	0.0550137195292335	8.9725
27.275	0.0549861337463763	8.9775
27.3	0.0551369303824441	8.972
27.325	0.055039082381161	8.9775
27.35	0.0550385356594365	8.973
27.375	0.0550325874857419	8.9825
27.4	0.0551671837774061	8.9795
27.425	0.0550477299114253	8.974
27.45	0.0549553069406772	8.9755
27.475	0.0550088337560819	8.976
27.5	0.0550515535730872	8.9795
27.525	0.0548780609586933	8.9795
27.55	0.0550775450746956	8.9785
27.575	0.0550662221101149	8.9795
27.6	0.0550603082541693	8.977
27.625	0.0550003440205969	8.982
27.65	0.0550430861395466	8.9755
27.675	0.055026372422441	8.973
27.7	0.0549339866268405	8.976
27.725	0.0549010638618468	8.9775
27.75	0.0551113878853989	8.9765
27.775	0.05503522894211	8.9725
27.8	0.0549644788984006	8.978
27.825	0.0549423809722274	8.9805
27.85	0.0549094756790276	8.982
27.875	0.0549630602911774	8.9795
27.9	0.0549950266758279	8.9785
27.925	0.0548918612949044	8.976
27.95	0.0550265370969965	8.9755
27.975	0.0548909459497898	8.979
28	0.0547391418833073	8.9725
28.025	0.0548954491980163	8.979
28.05	0.0548895975999629	8.9775
28.075	0.0551432086872562	8.981
28.1	0.0548400662203384	8.984
28.125	0.0548666566625231	8.977
28.15	0.0549256826935084	8.98
28.175	0.0549684956418076	8.9815
28.2	0.0548329333225861	8.9815
28.225	0.0549946713890114	8.975
28.25	0.0548266827917113	8.984
28.275	0.0549505891301244	8.9855
28.3	0.0548799038957419	8.9805
28.325	0.0547821946342684	8.9835
28.35	0.0547871910537292	8.9815
28.375	0.0549435417812261	8.983
28.4	0.0548296251737462	8.9805
28.425	0.0548400358046483	8.985
28.45	0.054839638517715	8.9845
28.475	0.054774379237963	8.973
28.5	0.0548334471338036	8.979
28.525	0.0547844097521774	8.9815
28.55	0.0548813211266604	8.9795
28.575	0.0548322893450315	8.977
28.6	0.0548535306033247	8.985
28.625	0.0547396394760987	8.974
28.65	0.0547500754029222	8.98
28.675	0.054744297823508	8.9795
28.7	0.0549925769885227	8.9825
28.725	0.0547922101758019	8.9855
28.75	0.0548945487173765	8.975
28.775	0.0547374304319034	8.984
28.8	0.0547695039489897	8.982
28.825	0.0546880665470287	8.979
28.85	0.0546931182072535	8.974
28.875	0.0547792535056278	8.98
28.9	0.0548707967479797	8.9815
28.925	0.0547353154835149	8.979
28.95	0.0547295664507609	8.9815
28.975	0.0546535496316206	8.981
29	0.054545102845966	8.979
29.025	0.0548420639137989	8.983
29.05	0.0546741625471424	8.9845
29.075	0.0547116689986882	8.983
29.1	0.0546086373050392	8.9865
29.125	0.0547056079894111	8.979
29.15	0.0545971756291992	8.9805
29.175	0.0545049618289502	8.982
29.2	0.054510047652794	8.98
29.225	0.0546989195703888	8.9815
29.25	0.054725631619082	8.98
29.275	0.0546496432417475	8.984
29.3	0.0545574409084063	8.985
29.325	0.054621997575685	8.981
29.35	0.0546108807949232	8.983
29.375	0.0547294959554161	8.983
29.4	0.0546427079060346	8.9825
29.425	0.0546586247390088	8.9835
29.45	0.0545502194115488	8.984
29.475	0.0545553297458434	8.9835
29.5	0.0547226043750057	8.9855
29.525	0.0545817730133423	8.98
29.55	0.0545220248347308	8.9805
29.575	0.0548082246888356	8.9845
29.6	0.05449442661462	8.9835
29.625	0.0546725224889947	8.985
29.65	0.0546776474322218	8.9825
29.675	0.05449358521332	8.9835
29.7	0.0546554709527659	8.986
29.725	0.0546822235549264	8.9845
29.75	0.0546441132756247	8.9805
29.775	0.0546978968572754	8.981
29.8	0.0545841148261804	8.9825
29.825	0.0545892536546908	8.978
29.85	0.0545457457612059	8.983
29.875	0.0547400776182807	8.9805
29.9	0.0546046816445169	8.9825
29.925	0.0545611794478054	8.98
29.95	0.054528489933434	8.99
29.975	0.0547282347094917	8.98
30	0.0545712245733548	8.976
30.025	0.0543980000522264	8.9815
30.05	0.054413966538271	8.9785
30.075	0.0545380429372625	8.984
30.1	0.0545648238307457	8.982
30.125	0.0545375524490082	8.985
30.15	0.0545643368872966	8.9845
30.175	0.0546343663220314	8.9875
30.2	0.0545314245243203	8.986
30.225	0.0544771331032002	8.984
30.25	0.0545741947488806	8.9875
30.275	0.0543847716111206	8.987
30.3	0.0544494042181476	8.989
30.325	0.0544924168820616	8.985
30.35	0.054378674455592	8.985
30.375	0.0545406093591232	8.9825
30.4	0.0543187621212352	8.9775
30.425	0.0544482678651889	8.985
30.45	0.0543345319846016	8.983
30.475	0.0544694463596621	8.987
30.5	0.0546367947625362	8.9815
30.525	0.0545176582627706	8.982
30.55	0.0543336584705364	8.9915
30.575	0.0544253359150061	8.9835
30.6	0.0545926905848942	8.9875
30.625	0.0545005873338617	8.975
30.65	0.054435512637272	8.985
30.675	0.0543920610786773	8.9815
30.7	0.0545323948092775	8.9865
30.725	0.0544240813857567	8.986
30.75	0.0542779316081213	8.9855
30.775	0.0544885400602398	8.9875
30.8	0.0544613121368686	8.9835
30.825	0.0543854370166255	8.984
30.85	0.0543690227971233	8.9855
30.875	0.0544877451436184	8.984
30.9	0.0543956580998211	8.9855
30.925	0.0543738427365435	8.984
30.95	0.0544979747192664	8.989
30.975	0.0544437297135445	8.9865
31	0.0543624590606814	8.981
31.025	0.0545190276155668	8.987
31.05	0.054313435368298	8.987
31.075	0.0544429796063408	8.9865
31.1	0.0543346873469621	8.9855
31.125	0.0544480180399318	8.9885
31.15	0.0545072959999548	8.982
31.175	0.0544746833796433	8.99
31.2	0.0542853153046517	8.9865
31.225	0.0543229755493514	8.9865
31.25	0.0545173938341282	8.9855
31.275	0.0543928944740296	8.984
31.3	0.0542846125949815	8.9885
31.325	0.0542682238635166	8.987
31.35	0.054446430973261	8.988
31.375	0.0544246393206089	8.9875
31.4	0.0542298759236416	8.985
31.425	0.0543918705032075	8.984
31.45	0.05418089332076	8.988
31.475	0.0544888362594378	8.988
31.5	0.0544021857970376	8.989
31.525	0.0543912121952026	8.9925
31.55	0.0543802397696924	8.9935
31.575	0.0544989982417343	8.9885
31.6	0.0543042443596437	8.987
31.625	0.0543905727096351	8.9885
31.65	0.0543093346347404	8.9845
31.675	0.0543037733699435	8.99
31.7	0.0543468618800177	8.991
31.725	0.0543034650216875	8.9885
31.75	0.0543843935976824	8.9835
31.775	0.0541518097621415	8.984
31.8	0.0543246324260188	8.9835
31.825	0.0544217805003258	8.9845
31.85	0.0543567674907258	8.991
31.875	0.0540863501461822	8.9825
31.9	0.0541780960265255	8.9865
31.925	0.0543617348538043	8.985
31.95	0.0542534828366094	8.985
31.975	0.0541992859133161	8.986
32	0.0542477927250576	8.9855
32.025	0.0541611654265347	8.9875
32.05	0.0543123769833129	8.99
32.075	0.0542744003610115	8.988
32.1	0.0544526409577353	8.989
32.125	0.0541660176851554	8.99
32.15	0.0543280440495898	8.9845
32.175	0.0542954768006519	8.983
32.2	0.0541710186339528	8.9885
32.225	0.0542411560289385	8.987
32.25	0.054154537627268	8.987
32.275	0.0544138661247051	8.986
32.3	0.0541867090819286	8.99
32.325	0.0541919854110183	8.9875
32.35	0.0542459113214009	8.992
32.375	0.0541430814009306	8.9885
32.4	0.0541699821294022	8.99
32.425	0.0540941810677397	8.991
32.45	0.0543535160471859	8.9895
32.475	0.0542723113855174	8.9885
32.5	0.0542181346438014	8.987
32.525	0.0542288236534226	8.9865
32.55	0.0542178919214879	8.992
32.575	0.054239393495691	8.9875
32.6	0.0540771121535015	8.9855
32.625	0.0541959127535155	8.9905
32.65	0.0541903898841042	8.989
32.675	0.0542389219174679	8.99
32.7	0.0541739412799051	8.9905
32.725	0.0542116641815429	8.99
32.75	0.0542980365622819	8.9925
32.775	0.0542276530107151	8.989
32.8	0.0542924054127762	8.9895
32.825	0.0541625640328204	8.9875
32.85	0.054113804540651	8.9865
32.875	0.0542055863898975	8.9855
32.9	0.0541568284936913	8.988
32.925	0.0541188821976376	8.9895
32.95	0.0542430988473836	8.989
32.975	0.054102451410239	8.989
33	0.0542050479886898	8.9895
33.025	0.0540968345231005	8.9925
33.05	0.0542264596565784	8.9925
33.075	0.0539560855457847	8.9875
33.1	0.0540965229960688	8.9905
33.125	0.0541342584884953	8.9875
33.15	0.0541449676933573	8.988
33.175	0.0540151370917975	8.9865
33.2	0.0540799018136458	8.9855
33.225	0.0540311537455275	8.991
33.25	0.0539715955849165	8.9925
33.275	0.0540958219212165	8.9885
33.3	0.0540849138303552	8.9885
33.325	0.0541010334693787	8.985
33.35	0.054133370022397	8.9935
33.375	0.0541332748357191	8.9885
33.4	0.0542304776340688	8.9885
33.425	0.0541925459800437	8.994
33.45	0.0539059663551967	8.9905
33.475	0.0539004684843591	8.988
33.5	0.0540571334437493	8.9905
33.525	0.05404623149881	8.989
33.55	0.0542407356177214	8.9885
33.575	0.0541001052551849	8.991
33.6	0.0541108268929633	8.9895
33.625	0.0541485762020427	8.9875
33.65	0.0540620018264162	8.991
33.675	0.0540619145722724	8.988
33.7	0.0541429090296176	8.992
33.725	0.0541968770857881	8.9915
33.75	0.0540616565740993	8.9915
33.775	0.0539967069495209	8.9905
33.8	0.0542236498292171	8.991
33.825	0.0540019446682223	8.994
33.85	0.0540234833540354	8.9925
33.875	0.0542234010174299	8.9915
33.9	0.0540125084648869	8.993
33.925	0.0541151300164322	8.9925
33.95	0.0539799143164468	8.991
33.975	0.0540663208201538	8.9915
34	0.0541148900638875	8.9945
34.025	0.0539796760975264	8.9885
34.05	0.0540931113493575	8.9945
34.075	0.0540714120314816	8.9895
34.1	0.0540280916533264	8.9885
34.125	0.0540009880486736	8.9925
34.15	0.0539684795918748	8.9925
34.175	0.0540062419546077	8.9945
34.2	0.0539467075653361	8.99
34.225	0.0541466331768764	8.9895
34.25	0.0539249377042359	8.992
34.275	0.0542113508732608	8.9935
34.3	0.0538599267341499	8.992
34.325	0.0540274220398324	8.992
34.35	0.0539030259756977	8.9905
34.375	0.0539840358352707	8.9925
34.4	0.0539947759391306	8.993
34.425	0.0539676787159918	8.989
34.45	0.054086527945947	8.991
34.475	0.0539945668685749	8.99
34.5	0.0540431468315888	8.993
34.525	0.0541728083719176	8.9925
34.55	0.0540213893238135	8.991
34.575	0.0539997004945276	8.9895
34.6	0.0540158499886342	8.9905
34.625	0.0539563242891112	8.994
34.65	0.0541184206897729	8.989
34.675	0.0539075445925668	8.9915
34.7	0.0539291013994654	8.9885
34.725	0.0539722802962499	8.9925
34.75	0.0539397839822394	8.992
34.775	0.0540424232648858	8.992
34.8	0.0540315494922056	8.993
34.825	0.0539233788771046	8.9915
34.85	0.0540043979027825	8.9925
34.875	0.054031363322733	8.9905
34.9	0.0538637345931763	8.991
34.925	0.0539663765757614	8.9925
34.95	0.0539555054835116	8.992
34.975	0.0539932834754195	8.994
35	0.0539337646023925	8.992
35.025	0.0538526245369823	8.991
35.05	0.0538741876004117	8.994
35.075	0.0540741294652774	8.9915
35.1	0.0540308285069011	8.9935
35.125	0.0538740144519778	8.995
35.15	0.0540090927029003	8.9895
35.175	0.0539549821755965	8.991
35.2	0.0538846558400699	8.997
35.225	0.0537710866663458	8.9915
35.25	0.0538791395163624	8.99
35.275	0.0539709765493765	8.992
35.3	0.0538736247895306	8.9895
35.325	0.0539330301799072	8.9895
35.35	0.053878922447393	8.9905
35.375	0.0539275178053819	8.9935
35.4	0.0538626000348558	8.9905
35.425	0.0538949799438438	8.992
35.45	0.05370033320526	8.992
35.475	0.0539056868433897	8.993
35.5	0.053975905720376	8.992
35.525	0.0538353141578411	8.993
35.55	0.0539109391801293	8.9935
35.575	0.053916294298091	8.989
35.6	0.0540135416712442	8.993
35.625	0.0538837623780453	8.9945
35.65	0.0540080374969693	8.9925
35.675	0.0538350156740778	8.9915
35.7	0.0538403725824781	8.991
35.725	0.0539538379493501	8.991
35.75	0.0539051415018921	8.9935
35.775	0.0540348237781315	8.994
35.8	0.0538239658566545	8.9925
35.825	0.053910405572822	8.9925
35.85	0.0539806294106613	8.9925
35.875	0.0539373400704341	8.9935
35.9	0.0537913483605275	8.9935
35.925	0.0539048164406975	8.9915
35.95	0.0538182848490959	8.9955
35.975	0.0538506725022703	8.9945
36	0.0538992766951636	8.9895
36.025	0.0537532866146277	8.995
36.05	0.0538667563123963	8.994
36.075	0.0538829290294088	8.994
36.1	0.0538720750336487	8.9945
36.125	0.0538666267552779	8.9925
36.15	0.0537800977055558	8.993
36.175	0.0538773527471094	8.993
36.2	0.0539692026885281	8.9915
36.225	0.0539151069870657	8.9935
36.25	0.0539258764513434	8.9925
36.275	0.053969078646755	8.9925
36.3	0.0538447135711423	8.9935
36.325	0.0538879163574982	8.993
36.35	0.0538878761928846	8.997
36.375	0.0538445930751899	8.9925
36.4	0.053839148083399	8.991
36.425	0.053812081755971	8.9925
36.45	0.0538444751719209	8.991
36.475	0.0537525445454137	8.994
36.5	0.0538173709554938	8.9925
36.525	0.0537686841298694	8.9925
36.55	0.0538767543368036	8.994
36.575	0.0537199599526822	8.9925
36.6	0.0538928955701216	8.995
36.625	0.0538279936195902	8.9915
36.65	0.0537630919369761	8.995
36.675	0.05391440673656	8.992
36.7	0.0537792353137174	8.9945
36.725	0.0538332533422163	8.9955
36.75	0.0537629473066492	8.9965
36.775	0.0538007496375682	8.995
36.8	0.0538655792520255	8.997
36.825	0.0538817604724922	8.995
36.85	0.0537682122160474	8.9955
36.875	0.0537357452916754	8.995
36.9	0.0537357110489141	8.9955
36.925	0.0538005419183958	8.994
36.95	0.0537518595199548	8.991
36.975	0.0538869611491141	8.995
37	0.0537680089662745	8.994
37.025	0.0537625705372546	8.995
37.05	0.0537679431576156	8.992
37.075	0.0537787214202286	8.9925
37.1	0.0538976080260851	8.9945
37.125	0.0537354137842972	8.9955
37.15	0.0537678143688539	8.9935
37.175	0.0537948097780811	8.9965
37.2	0.0537515351454517	8.9955
37.225	0.0537190715503964	8.994
37.25	0.0538487703426284	8.995
37.275	0.0538379288178186	8.995
37.3	0.0538919523797576	8.9945
37.325	0.0538648950808965	8.9915
37.35	0.0539243244872114	8.9925
37.375	0.0537242946511764	8.9945
37.4	0.0537891298955473	8.992
37.425	0.0537134248133615	8.9945
37.45	0.053789071294965	8.997
37.475	0.0537836369063905	8.996
37.5	0.053691716240709	8.994
37.525	0.0538052011882997	8.9945
37.55	0.0537997674233364	8.9945
37.575	0.0536591987281122	8.995
37.6	0.0537402518579036	8.992
37.625	0.0538537376220521	8.998
37.65	0.0536374938569365	8.9955
37.675	0.0537131421827304	8.9915
37.7	0.0537239258412391	8.994
37.725	0.0536914664526568	8.9945
37.75	0.053675223475026	8.9965
37.775	0.0536643860961288	8.9945
37.8	0.0537724678280821	8.997
37.825	0.053821090291121	8.9945
37.85	0.0536913345649499	8.996
37.875	0.0536588763238779	8.9975
37.9	0.0536264182692509	8.9915
37.925	0.0538101766159381	8.9925
37.95	0.0536750162274671	8.9935
37.975	0.0537398560214294	8.9945
38	0.0537182095100205	8.9945
38.025	0.0536911577730129	8.995
38.05	0.0537235656739725	8.991
38.075	0.0538046224007989	8.995
38.1	0.0538045982224821	8.997
38.125	0.0537883580026158	8.9945
38.15	0.0537072530912896	8.993
38.175	0.0537883105142778	8.996
38.2	0.0537342329730392	8.9955
38.225	0.0537450204663394	8.997
38.25	0.053777429749709	8.9945
38.275	0.0537233527138233	8.9935
38.3	0.0536854920601766	8.9945
38.325	0.0537287126524345	8.9925
38.35	0.0537557171921089	8.994
38.375	0.0537070462185581	8.993
38.4	0.0537610781089871	8.995
38.425	0.0537394344838521	8.9965
38.45	0.0538313045311859	8.9905
38.475	0.053744796357948	8.997
38.5	0.0537069369900255	8.9945
38.525	0.0537717804803406	8.992
38.55	0.0537393268277697	8.9945
38.575	0.0536095760311972	8.9945
38.6	0.0536473929543806	8.997
38.625	0.0537446694881123	8.9955
38.65	0.0536041083340034	8.996
38.675	0.0537554392207	8.9955
38.7	0.0537770405255049	8.9945
38.725	0.0535662095446471	8.994
38.75	0.0537067300608502	8.9975
38.775	0.0537229263973858	8.997
38.8	0.0536796634180738	8.993
38.825	0.0536796438245793	8.9935
38.85	0.0537823270753319	8.9975
38.875	0.0536796050612009	8.995
38.9	0.0535768831865764	8.9945
38.925	0.0536092965855858	8.9975
38.95	0.0535714398518231	8.9955
38.975	0.0536795292005113	8.9945
39	0.0537605916576911	8.994
39.025	0.0536848974926539	8.996
39.05	0.0536254196774007	8.9945
39.075	0.0537605365893448	8.9945
39.1	0.053657815795096	8.995
39.125	0.0535767167531626	8.9955
39.15	0.0536739962193572	8.995
39.175	0.0537064109494992	8.995
39.2	0.0537009879696851	8.994
39.225	0.0535874570087208	8.9965
39.25	0.053684736984608	8.994
39.275	0.0537171522207605	8.9935
39.3	0.0536576756892472	8.9945
39.325	0.0535927938756573	8.994
39.35	0.0535927770493701	8.995
39.375	0.0536035711554469	8.994
39.4	0.0536197707876042	8.9955
39.425	0.053717051620646	8.9945
39.45	0.053619737978031	8.9945
39.475	0.0537872893183595	8.997
39.5	0.053652138073211	8.9915
39.525	0.0536413112687654	8.995
39.55	0.0537223764717498	8.995
39.575	0.0536196580056537	8.9975
39.6	0.0537439666804593	8.9975
39.625	0.0536358430358844	8.9935
39.65	0.0536250168008422	8.996
39.675	0.053700677163711	8.996
39.7	0.0536952565561183	8.997
39.725	0.0535655117340216	8.997
39.75	0.053662794047979	8.994
39.775	0.0535762926863921	8.998
39.8	0.0536627644052355	8.9955
39.825	0.0536897767713008	8.994
39.85	0.0536789514054386	8.9945
39.875	0.0536519099285057	8.995
39.9	0.0535491928802828	8.994
39.925	0.0537924218816376	8.9945
39.95	0.0536680834183079	8.9955
39.975	0.0536410423544153	8.994
40	0.0536410284189516	8.9955
40.025	0.0536193929625357	8.9965
40.05	0.0536139738222781	8.997
40.075	0.0537328791055649	8.997
40.1	0.0536517844873551	8.996
40.125	0.0537112305074776	8.9955
40.15	0.0536139198679287	8.993
40.175	0.0536139066220609	8.994
40.2	0.0537544340124213	8.994
40.225	0.0535976642004808	8.996
40.25	0.0536138674558234	8.9955
40.275	0.053673314048038	8.995
40.3	0.0536300580305023	8.996
40.325	0.0535868021052476	8.998
40.35	0.0535976003256611	8.994
40.375	0.0536192094478379	8.9975
40.4	0.0537110889305804	8.9975
40.425	0.0536299955299929	8.996
40.45	0.053602956272455	8.996
40.475	0.0534515927789453	8.996
40.5	0.0535975266704472	8.997
40.525	0.0537110282165973	8.9975
40.55	0.0535488541735233	8.996
40.575	0.053635328864925	8.9985
40.6	0.0535488306685607	8.9975
40.625	0.0535217920162473	8.993
40.65	0.0535488075019684	8.996
40.675	0.0536569041521442	8.9955
40.7	0.0535920279121184	8.996
40.725	0.0536406652677796	8.998
40.75	0.05354876216448	8.9975
40.775	0.0535541564394682	8.998
40.8	0.0535109021462131	8.995
40.825	0.0535379182030528	8.994
40.85	0.053532501906708	8.9975
40.875	0.0535270856890385	8.996
40.9	0.0535162641440706	8.9955
40.925	0.0536351724063753	8.9925
40.95	0.0535594861510679	8.996
40.975	0.0535648810532681	8.998
41	0.0535810868421535	8.9975
41.025	0.0536189143279867	8.997
41.05	0.0534675526994128	8.998
41.075	0.0535161911450807	8.995
41.1	0.0535269918266164	8.997
41.125	0.0535594142029467	8.997
41.15	0.0535918366519214	8.9965
41.175	0.0535377726865294	8.998
41.2	0.0536404655494928	8.998
41.225	0.0535107260511052	8.9985
41.25	0.0535377433800423	8.994
41.275	0.0535809769952537	8.9985
41.3	0.0535485350043416	8.9965
41.325	0.0535917687581547	8.995
41.35	0.0534998674453835	8.999
41.375	0.0534836418763435	8.9975
41.4	0.0536241731316243	8.9965
41.425	0.053472812562089	8.994
41.45	0.0534782088159018	8.998
41.475	0.0533754970277167	8.999
41.5	0.0535971096294886	8.9995
41.525	0.053591695269392	8.9955
41.55	0.053597091784794	8.998
41.575	0.0535862721482003	8.994
41.6	0.0534241012240119	8.9965
41.625	0.0535970654982546	8.996
41.65	0.0534781379434441	8.9975
41.675	0.0535375888293969	8.9945
41.7	0.0535375803178243	8.9985
41.725	0.0535591934893601	8.9945
41.75	0.0535375634786952	8.993
41.775	0.0534835010961994	8.9975
41.8	0.0535537630981917	8.9935
41.825	0.0535807819166699	8.9965
41.85	0.0535591521457972	8.9955
41.875	0.0534240089202803	8.997
41.9	0.0535158927802344	8.9985
41.925	0.0535158848063185	8.995
41.95	0.0534780390521674	8.9965
41.975	0.0535645176795273	8.995
42	0.0535050504177146	8.996
42.025	0.0535969345636166	8.9975
42.05	0.0535644944411505	8.998
42.075	0.0535969192391011	8.9955
42.1	0.0535158305786889	8.995
42.125	0.0534671744054613	8.997
42.15	0.0535266263946984	8.9965
42.175	0.0535104027622239	8.9965
42.2	0.0534671521562966	8.998
42.225	0.0534617394413943	8.993
42.25	0.053564434887403	8.999
42.275	0.0535265898452926	8.995
42.3	0.0535103664768467	8.9955
42.325	0.0535806296465541	8.996
42.35	0.0535319739486362	8.997
42.375	0.0535806155989386	8.9945
42.4	0.0535049329754719	8.996
42.425	0.0536022233751682	8.9965
42.45	0.0535968111219891	8.9945
42.475	0.0534724799993587	8.997
42.5	0.0534832840609734	8.9985
42.525	0.0534670611443165	8.9985
42.55	0.0534886761139005	8.9985
42.575	0.0535751559964028	8.995
42.6	0.0533913656563413	8.999
42.625	0.0535481159041819	8.9975
42.65	0.0534724337666097	8.9975
42.675	0.0534670219459877	8.999
42.7	0.0535156642257624	8.9955
42.725	0.0534832254704639	8.9985
42.75	0.0535264624365167	8.9985
42.775	0.0535264562046717	8.996
42.8	0.0533967202881151	8.9975
42.825	0.0534399573892243	8.9965
42.85	0.0535372485887574	8.9965
42.875	0.0534237290215292	8.998
42.9	0.0535426419304646	8.9965
42.925	0.0533696629909235	8.9955
42.95	0.0534993867971866	8.9975
42.975	0.0534615430786726	8.997
43	0.0535155912945316	8.997
43.025	0.0534669368498622	8.996
43.05	0.053477741906522	8.996
43.075	0.0534453037615056	8.996
43.1	0.0535155683604589	8.999
43.125	0.0534939411084891	8.9995
43.15	0.0534398814647596	8.9975
43.175	0.0534993353749227	8.9975
43.2	0.0534344650008489	8.9965
43.225	0.0534020270990051	8.9965
43.25	0.0534236432907257	8.9985
43.275	0.0534290433054549	8.9975
43.3	0.0534236325483147	8.998
43.325	0.0534776812892942	8.998
43.35	0.0535155138524383	8.9975
43.375	0.0535046978050373	8.9975
43.4	0.0534290169305999	8.9975
43.425	0.0535209036612851	8.9975
43.45	0.0534830606995244	8.997
43.475	0.0534992718288322	8.997
43.5	0.0534181856975897	8.9975
43.525	0.0534343969001262	8.9955
43.55	0.0534668243550969	8.998
43.575	0.0534506031973755	8.999
43.6	0.0535100577510264	8.9985
43.625	0.0534722150428188	8.996
43.65	0.053407345342767	8.999
43.675	0.053450583785752	8.9985
43.7	0.0536073357769268	8.998
43.725	0.0534830067214463	8.999
43.75	0.0534667858082511	8.996
43.775	0.0535154297938511	8.998
43.8	0.0534397494888118	8.997
43.825	0.0534829881361333	8.997
43.85	0.0534397403301685	8.996
43.875	0.0533910871517587	8.998
43.9	0.0534559475195847	8.996
43.925	0.0534397268388155	8.997
43.95	0.0534343170011083	8.998
43.975	0.0533802585467708	8.9965
44	0.0535694433674634	8.997
44.025	0.053434303895389	9
44.05	0.0534126779681576	8.997
44.075	0.0533802412612183	8.995
44.1	0.0533856424229952	8.9985
44.125	0.0534613138856977	9
44.15	0.0533802286220773	8.997
44.175	0.0534234677129952	8.997
44.2	0.0534342744014764	8.9975
44.225	0.0535099459846015	8.9965
44.25	0.0534288608405337	8.9975
44.275	0.0534558838339244	8.9975
44.3	0.0533802041537508	8.998
44.325	0.0533531731511536	8.996
44.35	0.0534720881232212	8.9985
44.375	0.0534234355562327	8.9965
44.4	0.0534504586932253	8.997
44.425	0.0534180223988594	8.998
44.45	0.0534288293756347	8.998
44.475	0.0534450417855118	8.9995
44.5	0.0534450380066691	8.9975
44.525	0.0534288180389079	8.9965
44.55	0.053369354855004	8.9975
44.575	0.053363945752059	8.998
44.6	0.0534990772163648	8.9965
44.625	0.0533585330315125	8.997
44.65	0.0533963672513644	8.9945
44.675	0.0534504177135682	8.996
44.7	0.0534612249584757	8.998
44.725	0.0533801403372509	8.9985
44.75	0.0534233800659237	8.9955
44.775	0.0533909441443095	8.9975
44.8	0.0533422920316843	8.999
44.825	0.053315261565704	8.9975
44.85	0.0534557986921336	8.9975
44.875	0.0533584980053883	8.998
44.9	0.0534395757215062	8.996
44.925	0.053493626434905	8.995
44.95	0.0534233528481118	8.997
44.975	0.0534611873933847	8.997
45	0.0533638868273074	8.997
45.025	0.0534557754740323	8.9985
45.05	0.053336853333389	8.998
45.075	0.0534611744592621	8.9985
45.1	0.0533422523649969	8.9985
45.125	0.0534395465098862	8.9975
45.15	0.0533476514883587	8.997
45.175	0.0534017024353851	8.9975
45.2	0.0533962939453966	8.997
45.225	0.0533476422344474	8.997
45.25	0.0534449364915657	8.998
45.275	0.0533746632030781	8.999
45.3	0.0533908764228801	8.998
45.325	0.0533962788535168	8.997
45.35	0.0533908704948319	8.996
45.375	0.0533692459412647	8.998
45.4	0.0534773511386072	8.998
45.425	0.0533151860867062	8.9985
45.45	0.0533746426773018	8.9975
45.475	0.0534016668561891	8.9985
45.5	0.0534016640286238	8.997
45.525	0.0534070666268898	8.999
45.55	0.0533530097859746	8.9955
45.575	0.0533800340462722	8.9965
45.6	0.0533854367049346	8.999
45.625	0.0533584069510065	8.9965
45.65	0.0533313772167771	8.997
45.675	0.0534340772318337	8.9985
45.7	0.0533692096987379	8.9995
45.725	0.0533854232659979	8.9995
45.75	0.0533908260415827	8.998
45.775	0.0534502828902189	8.9985
45.8	0.0533259559739314	8.998
45.825	0.0533962236709624	8.9965
45.85	0.0533313562514468	8.9975
45.875	0.0533637861476829	8.9995
45.9	0.053342162008186	8.998
45.925	0.0534016189679588	8.9975
45.95	0.053423238107951	8.996
45.975	0.0533962086172214	8.9975
46	0.0533691791442892	8.9985
46.025	0.0533691767160527	8.9975
46.05	0.0533259310621141	8.998
46.075	0.0534232259661305	9
46.1	0.0533637641306788	8.997
46.125	0.0533907887988772	8.9975
46.15	0.053385381051683	8.9975
46.175	0.0533961895376216	8.997
46.2	0.0532826737160304	8.9985
46.225	0.0533691579111123	8.9955
46.25	0.0534394259065306	8.9995
46.275	0.0533259101345982	8.997
46.3	0.053315097081683	8.998
46.325	0.053434013774694	8.998
46.35	0.0534069845378387	8.999
46.375	0.0532718472088385	8.9985
46.4	0.0533529261119027	8.9975
46.425	0.0534123834090789	8.9985
46.45	0.053352921802956	8.998
46.475	0.0533853521042322	8.9985
46.5	0.0533691337722547	8.998
46.525	0.0533042668069125	8.9985
46.55	0.0534502106675545	8.9985
46.575	0.0534231815702874	8.9985
46.6	0.0533475038393267	8.996
46.625	0.0533637180151048	8.9975
46.65	0.0533853376110281	8.9965
46.675	0.0533637139783414	8.999
46.7	0.0534177660358579	8.9975
46.725	0.053363709999689	8.997
46.75	0.053358302626487	8.999
46.775	0.0534015439161488	8.9985
46.8	0.0532934338685715	8.999
46.825	0.0533096481593288	8.997
46.85	0.0533528894910223	8.9975
46.875	0.0533907254311191	8.9995
