Version: 	2.1
No. of points:	1000
Sample:		YBCO milled
Measured on:	12/01/2004
Time:		03:20:39 AM
Run Type:	Trial Run 1

Time	Delta Temperature	Magnetic Field	Position
8.63	7.30	100.00	101.90
8.64	7.70	100.00	100.10
8.65	7.50	100.00	101.70
8.66	7.10	100.00	100.30
8.67	7.40	100.00	101.10
8.68	7.60	100.00	101.80
8.69	7.10	100.00	101.90
8.70	7.40	100.00	101.50
8.71	7.10	100.00	100.20
8.72	7.10	100.00	100.60
8.73	7.50	100.00	101.00
8.74	7.60	100.00	101.20
8.75	7.10	100.00	100.60
8.76	7.10	100.00	100.80
8.77	7.60	100.00	100.80
8.78	7.00	100.00	100.90
8.79	7.50	100.00	101.30
8.80	7.60	100.00	101.80
8.81	7.60	100.00	100.50
8.82	7.00	100.00	101.70
8.83	7.30	100.00	101.60
8.84	7.10	100.00	100.70
8.85	7.00	100.00	100.50
8.86	6.90	100.00	101.50
8.87	7.30	100.00	101.00
8.88	7.40	100.00	100.20
8.89	7.50	100.00	100.20
8.90	6.80	100.00	100.40
8.91	6.80	100.00	101.50
8.92	7.20	100.00	101.00
8.93	7.10	100.00	100.40
8.94	7.20	100.00	100.10
8.95	7.30	100.00	101.60
8.96	6.70	100.00	101.20
8.97	6.90	100.00	100.90
8.98	7.20	100.00	101.20
8.99	7.20	100.00	101.20
9.00	6.90	100.00	101.90
9.01	6.60	100.00	101.60
9.02	7.00	100.00	101.50
9.03	7.20	100.00	101.10
9.04	6.70	100.00	101.90
9.05	6.60	100.00	101.70
9.06	7.20	100.00	101.10
9.07	7.20	100.00	100.10
9.08	7.10	100.00	100.30
9.09	7.10	100.00	100.10
9.10	7.10	100.00	100.30
9.11	7.00	100.00	101.30
9.12	6.80	100.00	100.20
9.13	7.20	100.00	101.10
9.14	6.70	100.00	100.70
9.15	6.90	100.00	100.40
9.16	7.20	100.00	101.60
9.17	6.90	100.00	100.90
9.18	6.70	100.00	100.60
9.19	6.80	100.00	100.80
9.20	6.50	100.00	100.30
9.21	6.40	100.00	102.00
9.22	6.40	100.00	100.20
9.23	6.30	100.00	101.20
9.24	6.40	100.00	100.90
9.25	6.50	100.00	101.70
9.26	7.00	100.00	101.20
9.27	7.10	100.00	101.60
9.28	6.30	100.00	100.60
9.29	6.40	100.00	101.30
9.30	7.00	100.00	100.60
9.31	6.40	100.00	101.80
9.32	6.80	100.00	100.80
9.33	6.60	100.00	101.10
9.34	6.20	100.00	100.30
9.35	6.70	100.00	100.90
9.36	6.70	100.00	101.10
9.37	6.40	100.00	100.60
9.38	6.20	100.00	101.40
9.39	6.60	100.00	101.90
9.40	6.60	100.00	101.10
9.41	6.40	100.00	101.50
9.42	6.50	100.00	101.40
9.43	6.50	100.00	100.50
9.44	6.80	100.00	101.00
9.45	6.70	100.00	100.30
9.46	6.40	100.00	101.10
9.47	6.50	100.00	100.20
9.48	6.20	100.00	101.80
9.49	6.60	100.00	101.70
9.50	6.60	100.00	100.70
9.51	6.70	100.00	101.90
9.52	6.70	100.00	101.80
9.53	6.10	100.00	101.60
9.54	6.00	100.00	100.30
9.55	6.60	100.00	100.30
9.56	6.60	100.00	101.80
9.57	6.00	100.00	100.60
9.58	6.50	100.00	100.80
9.59	6.10	100.00	100.60
9.60	6.60	100.00	100.20
9.61	6.50	100.00	101.50
9.62	6.40	100.00	102.00
9.63	6.30	100.00	101.20
9.64	6.30	100.00	101.60
9.65	6.10	100.00	101.30
9.66	6.50	100.00	100.90
9.67	5.80	100.00	100.90
9.68	6.00	100.00	100.10
9.69	5.80	100.00	100.70
9.70	6.00	100.00	101.60
9.71	6.40	100.00	100.10
9.72	6.00	100.00	100.90
9.73	6.10	100.00	101.50
9.74	5.70	100.00	101.40
9.75	6.20	100.00	100.70
9.76	5.80	100.00	100.70
9.77	5.90	100.00	100.80
9.78	6.40	100.00	102.00
9.79	5.80	100.00	100.00
9.80	6.00	100.00	101.40
9.81	6.10	100.00	101.70
9.82	6.30	100.00	100.60
9.83	6.20	100.00	100.60
9.84	5.90	100.00	101.70
9.85	5.70	100.00	100.50
9.86	5.90	100.00	100.70
9.87	6.10	100.00	100.80
9.88	5.60	100.00	101.40
9.89	6.10	100.00	100.60
9.90	5.90	100.00	101.80
9.91	6.20	100.00	101.90
9.92	5.80	100.00	100.60
9.93	6.10	100.00	101.00
9.94	5.70	100.00	100.10
9.95	6.20	100.00	100.90
9.96	5.60	100.00	101.40
9.97	5.50	100.00	100.40
9.98	5.50	100.00	101.10
9.99	5.90	100.00	100.30
10.00	6.10	100.00	101.70
